"","COMID","X.x","SITE_ID","VISIT_NO","LON_DD83","LAT_DD83","X.y","CatAreaSqKm","WsAreaSqKm","CatPctFull","WsPctFull","inStreamCat","BFICat","BFIWs","X.x","ElevWs","ElevCat","X.y","PctCarbResidWs","PctNonCarbResidWs","PctAlkIntruVolWs","PctSilicicWs","PctExtruVolWs","PctColluvSedWs","PctGlacTilClayWs","PctGlacTilLoamWs","PctGlacTilCrsWs","PctGlacLakeCrsWs","PctGlacLakeFineWs","PctHydricWs","PctEolCrsWs","PctEolFineWs","PctSalLakeWs","PctAlluvCoastWs","PctCoastCrsWs","PctWaterWs","PctCarbResidCat","PctNonCarbResidCat","PctAlkIntruVolCat","PctSilicicCat","PctExtruVolCat","PctColluvSedCat","PctGlacTilClayCat","PctGlacTilLoamCat","PctGlacTilCrsCat","PctGlacLakeCrsCat","PctGlacLakeFineCat","PctHydricCat","PctEolCrsCat","PctEolFineCat","PctSalLakeCat","PctAlluvCoastCat","PctCoastCrsCat","PctWaterCat","X.x","OmWs","PermWs","RckdepWs","WtDepWs","OmCat","PermCat","RckdepCat","WtDepCat","X.y","AvgWetIndxWs","AvgWetIndxCat","X.x","CanalDensWs","CanalDensCat","X.y","DamDensWs","DamNIDStorWs","DamNrmStorWs","DamDensCat","DamNIDStorCat","DamNrmStorCat","X.x","NABD_DensWs","NABD_NIDStorWs","NABD_NrmStorWs","NABD_DensCat","NABD_NIDStorCat","NABD_NrmStorCat","X.y","RdDensWs","RdDensCat","X","Precip8110Ws","Tmax8110Ws","Tmean8110Ws","Tmin8110Ws","Precip8110Cat","Tmax8110Cat","Tmean8110Cat","Tmin8110Cat","PctNoDataCat_2002","PctIrrigated.AgLandCat_2002","PctNoDataCat_2007","PctIrrigated.AgLandCat_2007","PctNoDataCat_2012","PctIrrigated.AgLandCat_2012","PctNoDataWs_2002","PctIrrigated.AgLandWs_2002","PctNoDataWs_2007","PctIrrigated.AgLandWs_2007","PctNoDataWs_2012","PctIrrigated.AgLandWs_2012"
"11",493066,675,"NLA12_OK-121",1,-96.87367696,35.99293158,290024,7.4223,83.232,100,100,1,15.0177034072996,15.7011137543253,290024,288.61178763,265.001204074,290024,0,83.2136678200692,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7863321799308,0,0,0,7.99078452770704,0,0,0,0,0,0,0,0,0,0,0,0,0,92.009215472293,0,0,290024,0.92903741349481,2.81899243079585,122.882374783737,148.184029628028,0.975226142839821,2.52694070571117,123.739043288469,107.769970898509,290024,501.524221453287,665.922517279011,290024,0,0,290024,0.0120146097655,104479.455017,45111.4129181,0.13472912709,1171609.06996,505869.221131,290024,0.0120146097655,104479.455017,45111.4129181,0.13472912709,1171609.06996,505869.221131,290024,1.78217607918469,1.62568452349945,290024,971.497078449,34.2011930163,15.6715503871,-3.64478805375,969.643365334,34.2680365866,15.4708837811,-3.94886627712,100,0,100,0,100,0,100,0,100,0,100,0
"12",532001,690,"NLA12_OK-306",1,-97.27012902,35.83096575,290147,0.3744,9.5346,100,100,1,21,21,290147,344.920106664,319.039615385,290147,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290147,0.777011515952426,5.34195204832924,95.1946205399283,181.018791768926,0.71,6.12,86.61,180.44,290147,400.123938078157,575.651442307692,290147,0,0,290147,0,0,0,0,0,0,290147,0,0,0,0,0,0,290147,0.801157558784218,0.816433634824519,290147,940.995291311,34.7383426358,16.1368298397,-3.32175764027,940.094872841,34.799999237,15.9959145395,-3.40000009536,100,0,100,0,100,0,100,0,100,0,100,0
"13",534935,669,"NLA12_OK-108",1,-96.31116548,35.52319529,290332,11.6109,52.9002,100,100,1,12.3450120145725,12.8075640545782,290332,267.586137671,249.895394931,290332,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290332,0.654703970873456,3.72047977134302,97.2831110279356,111.511422641124,0.56786063095884,4.2147833501279,82.7269320207736,111.902619951942,290332,493.987274150192,644.303077280831,290332,0,0,290332,0.0567105606406,620235.235406,308485.419715,0.0861259678406,2783348.06087,1391674.03044,290332,0.0378070404271,617903.523994,307552.73515,0.0861259678406,2783348.06087,1391674.03044,290332,2.35133620488958,2.444858384071,290332,1082.68725177,34.3737393984,16.0976374772,-2.5474054927,1080.2518749,34.3991101017,15.9764224092,-2.70499186676,100,0,100,0,100,0,100,0,99.73459,0.2654054,100,0
"14",539805,680,"NLA12_OK-135",1,-95.92927589,35.41220255,290353,8.9802,53.0118,100,100,1,10.0518139907797,10.1513870496757,290353,227.167429968,214.765048106,290353,0,56.240874673186,0,0,0,0,0,0,0,0,0,0,0,0,0,43.759125326814,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290353,0.764265494046977,4.39273946980324,104.304411891659,128.380734685803,0.923431943821904,4.35499700956938,87.9856279904306,138.177393839713,290353,529.79846185189,688.550511124474,290353,0,0,290353,0.0188637246802,1396.08162711,465.36054237,0,0,0,290353,0,0,0,0,0,0,290353,1.84344843487488,1.0793671116356,290353,1124.56379265,34.2395453973,16.1572356662,-2.45517642342,1126.10625993,34.2615452107,16.0857434421,-2.50440969711,100,0,99.06795,0.9320505,100,0,100,0,99.53822,0.461784,100,0
"15",556549,672,"NLA12_OK-118",1,-99.07748881,35.17438787,290403,7.1532,150.9291,100,100,1,17,15.5533485590254,290403,548.705473915,504.669333166,290403,0,67.8471547236418,0,0,0,32.1528452763582,0,0,0,0,0,0,0,0,0,0,0,0,0,98.1127327629592,0,0,0,1.88726723704076,0,0,0,0,0,0,0,0,0,0,0,0,290403,0.462708006607076,6.44057418350736,124.179747404576,182.88,0.47,2.99,148.46,182.88,290403,635.05663718925,747.480498238551,290403,0,0,290403,0.0331281376487,56456.1760456,36139.1445387,0.139797573114,1093253.81647,725961.919141,290403,0.0132512550595,2664.2607688,449.491847497,0,0,0,290403,1.95651974645645,2.26867553000755,290403,742.170686987,35.4052973667,15.6000748047,-4.1327395918,758.928100747,35.6131593188,15.7386759927,-3.90172378889,92.77806,7.221943,98.71666,1.283342,100,0,99.32558,0.6744226,99.2892,0.7107973,98.65652,1.343478
"16",663748,866,"NLA12_UT-126",1,-111.6571345,41.92315669,126075,2.6991,2.6991,100,100,0,78.8519506502167,78.8519506502167,126075,2779.08076025,2779.08076025,126075,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126075,1.57,4.75,129.25,182.88,1.57,4.75,129.25,182.88,126075,281.97765921974,281.97765921974,126075,0,0,126075,0,0,0,0,0,0,126075,0,0,0,0,0,0,126075,0.561786020283428,0.561786020283428,126075,1327.25231576,7.97290434542,2.68975600162,-2.60031770483,1327.25231576,7.97290434542,2.68975600162,-2.60031770483,100,0,100,0,100,0,100,0,100,0,100,0
"17",664040,856,"NLA12_UT-103",1,-111.7364334,41.51882171,313870,8.7786,169.3089,100,100,1,75.3830223498052,72.4852143035599,313870,2212.92052902,1823.24949559,313870,46.6736834271559,53.3263165728441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313870,1.30285300418348,3.29057920168402,125.465565885786,165.513003970849,1.03778654910806,2.33624461759278,116.223818946073,169.586167726061,313870,296.974186826564,332.581607545622,313870,0,0,313870,0.0059063640482,109280.728893,94709.9650402,0.113913380266,2107648.14435,1826628.39177,313870,0.0059063640482,109280.728893,94709.9650402,0.113913380266,2107648.14435,1826628.39177,313870,1.42935526973597,1.68309233663113,313870,839.838276019,24.8705146995,5.40137275243,-10.6394740581,739.348761823,27.9443304339,6.46453501466,-10.8604983311,100,0,100,0,100,0,100,0,100,0,100,0
"18",673854,676,"NLA12_OK-122",1,-98.33928249,34.37372835,290621,2.4408,9.639,100,100,1,16.8163716814159,16.6069094304388,290621,323.064957049,315.407662242,290621,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290621,1.31028197945845,2.11029505135388,141.986860877684,179.624623716153,1.43031710914454,2.1080383480826,152.4,182.88,290621,548.209056956116,601.478613569322,290621,0,0,290621,0.103745201784,223943.35512,110180.130719,0.409701737135,884378.072763,435114.011799,290621,0,0,0,0,0,0,290621,1.3290727637535,2.01195396522493,290621,840.451903401,35.8907288606,16.9585083629,-2.11040146177,841.706200184,35.9740048214,17.0072728504,-2.0299409744,100,0,100,0,100,0,100,0,100,0,100,0
"19",680119,686,"NLA12_OK-293",1,-99.28949259,35.44629551,290681,0.5031,13.8942,100,100,1,14,14,290681,582.984081487,560.944525939,290681,0,19.1281254048452,0,0,0,80.8718745951548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,290681,0.44,8.19,117.6,182.88,0.44,8.19,117.6,182.88,290681,548.360279828993,608.948121645796,290681,0,0,290681,0.0719724777245,5149.04348577,177.553223647,0,0,0,290681,0,0,0,0,0,0,290681,2.99485112448504,2.85707961808587,290681,740.788428456,35.1007638747,15.3727702621,-4.32539852538,739.994888987,35.2001796512,15.3875658448,-4.30000019073,100,0,100,0,100,0,100,0,100,0,100,0
"20",681831,663,"NLA12_OK-102",1,-98.48298246,35.19672054,290775,117.9594,796.9455,100,100,1,30.9780263378756,27.4065443621929,290775,467.829385078,431.840126883,290775,0,44.0710563018425,0,0,0,52.7702584430177,0,0,0,0,0,0,0,0,0,0.00383966030299437,0,3.15484559483679,0,76.9429142569392,0,0,0,3.58674255718493,0,0,0,0,0,0,0,0,0,0,0,19.4703431858758,290775,0.533695846521855,6.14217526475421,136.988412786443,182.879853896179,0.556427923765018,8.58279249034261,130.700489627569,182.88,290775,548.633412949819,704.590702394214,290775,0,0,290775,0.0388985194094,149061.935272,118160.730337,0.0423874655178,763573.909094,759529.525521,290775,0.0188218642304,34640.7777134,5215.33054393,0,0,0,290775,1.56910192996008,1.84009864092137,290775,808.479817371,35.4199959891,15.6260289699,-3.75196200355,798.39575642,35.5252112564,15.8198290134,-3.54961162513,94.62332,5.37668,96.13859,3.861413,96.29347,3.70653,97.35063,2.649366,97.65374,2.346258,98.8114,1.188601
"21",698456,683,"NLA12_OK-288",1,-96.41805312,34.22797787,96549,0.5076,0.5076,100,100,0,24,24,96549,224.738333333,224.738333333,96549,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96549,0.27,5.15,150.11,160.47,0.27,5.15,150.11,160.47,96549,449.554964539007,449.554964539007,96549,0,0,96549,0,0,0,0,0,0,96549,0,0,0,0,0,0,96549,1.13056705230319,1.13056705230319,96549,1085.41633076,23.0487987741,16.7489670693,10.4446871331,1085.41633076,23.0487987741,16.7489670693,10.4446871331,100,0,100,0,100,0,100,0,100,0,100,0
"22",719574,314,"NLA12_ME-104",1,-69.22930798,46.37254151,301491,8.2107,39.4407,100,100,1,50,50,301491,353.010354608,334.036030911,301491,0,0,0,0,0,0,0,1.09531524541907,98.9046847545809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26142716211772,94.7385728378823,0,0,0,0,0,0,0,0,0,301491,7.83632339182621,5.27439746251968,123.679581270109,76.0965540925998,8.5253282911323,5.3045094815302,128.514443713691,68.246292886112,301491,497.409100244164,568.102817055793,301491,0,0,301491,0,0,0,0,0,0,301491,0,0,0,0,0,0,301491,0.727203110357575,0.568738741380028,301491,1057.12538546,24.2571297727,3.36487056146,-18.889989289,1045.19068744,24.3163761702,3.44354313259,-18.8252548901,100,0,100,0,100,0,100,0,100,0,100,0
"23",723898,318,"NLA12_ME-108",1,-68.24525882,47.17249324,301498,73.4022,229.1751,100,100,1,54.2063929963952,54.3100506992252,301498,223.175131068,202.636416906,301498,0,0,0,0,0,0,0,84.2396490718233,0,0,0,0,0,0,0,0,0,15.7603509281768,0,0,0,0,0,0,0,51.8980357536968,0,0,0,0,0,0,0,0,0,48.1019642463032,301498,5.91312873486224,3.51949721482839,126.044661504698,93.3951041795202,5.29366034200907,3.57211799691607,124.68193883545,96.7865386592261,301498,636.063548788677,917.341952965987,301498,0,0,301498,0,0,0,0,0,0,301498,0,0,0,0,0,0,301498,1.19874946042829,1.22029860193114,301498,1066.808357,24.6996798649,3.60135027079,-18.3916391574,1061.2138813,24.7132142074,3.65120376035,-18.6310908354,99.82344,0.1765615,100,0,99.81118,0.1888227,99.89318,0.1068179,99.86805,0.1319515,99.7577,0.2423038
"24",729879,441,"NLA12_MO-104",1,-90.58515268,37.64948066,337887,4.0167,5.2245,100,100,1,26.0956755545597,26.0735572782084,337887,344.616372093,343.676101277,337887,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337887,0.51,2.79,103.02,131.36,0.51,2.79,103.02,131.36,337887,584.714556416882,614.163343042796,337887,0,0,337887,0.19140587616,478093.023256,192653.781223,0.248960589539,621853.013668,250583.732915,337887,0.19140587616,478093.023256,192653.781223,0.248960589539,621853.013668,250583.732915,337887,1.05559664532817,0.782398883954739,337887,1209.8881702,31.6327481199,12.9722609499,-5.86106816777,1209.96856215,31.6274932041,12.9720004445,-5.87999115187,100,0,100,0,100,0,100,0,100,0,100,0
"25",743939,259,"NLA12_KS-108",1,-95.45681141,39.63835365,274402,2.0025,24.2199,100,100,1,19.9626966292135,20.0656237226413,274402,342.978952845,331.745262921,274402,0,0,0,0,0,3.81999925680948,0,87.0164616699491,0,0,9.16353907324143,0,0,0,0,0,0,0,0,0,0,0,0,30.3370786516854,0,69.6629213483146,0,0,0,0,0,0,0,0,0,0,274402,1.17,0.71,152.4,69.03,1.17,0.71,152.4,69.03,274402,481.116272156367,555.108314606742,274402,0,0,274402,0.206441810247,88258.8631662,49655.1596002,0.499375780275,698510.022472,502631.550562,274402,0.165153448198,30506.0929236,8097.61064249,0,0,0,274402,1.64055865229832,1.89977260662022,274402,925.901984698,31.9811525659,12.1869822662,-8.69487553997,927.306848971,32.0075953897,12.1643484437,-8.69083132238,100,0,100,0,100,0,100,0,99.4649,0.5350972,100,0
"26",846154,670,"NLA12_OK-109",1,-96.4191085,36.70544343,290969,28.4184,121.9572,100,100,1,12,12,290969,313.451558358,291.743878895,290969,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290969,0.977688320067218,2.88788802448667,94.1792482951604,118.368751134684,0.929960497190533,3.21948305806232,89.0449136727397,118.960452920143,290969,465.94803996812,527.45626425133,290969,0,0,290969,0.0327983915669,9254.34660684,5663.86240419,0.0351884694423,8680.85465755,5208.51279453,290969,0.00819959789172,2528.51000187,1618.2464012,0,0,0,290969,1.06104569592939,1.20095221510641,290969,1029.29410337,34.0633710809,14.8343107111,-4.68840516826,1057.93740625,34.0969930729,14.9960145496,-4.50788572846,100,0,100,0,100,0,100,0,100,0,100,0
"27",916277,85,"NLA12_CO-125",1,-106.3916958,39.22067903,109937,0.1143,0.1143,100,100,0,68,68,109937,2980.81314961,2980.81314961,109937,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,109937,2.09,25.59,152.4,34.74,2.09,25.59,152.4,34.74,109937,376.511811023622,376.511811023622,109937,0,0,109937,0,0,0,0,0,0,109937,0,0,0,0,0,0,109937,4.60110616684252,4.60110616684252,109937,400.009411429,9.63771169016,1.85969940602,-5.92645857654,400.009411429,9.63771169016,1.85969940602,-5.92645857654,100,0,100,0,100,0,100,0,100,0,100,0
"28",936730,87,"NLA12_CO-129",1,-104.3381595,37.28488371,109627,0.1989,0.1989,100,100,0,22,22,109627,1720.1220362,1720.1220362,109627,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109627,0.48841628959276,3.71873303167421,152.4,180.230226244344,0.48841628959276,3.71873303167421,152.4,180.230226244344,109627,582.882352941176,582.882352941176,109627,0,0,109627,0,0,0,0,0,0,109627,0,0,0,0,0,0,109627,1.65251709757014,1.65251709757014,109627,357.292281897,19.6340396933,11.1836012758,2.72397400999,357.292281897,19.6340396933,11.1836012758,2.72397400999,93.21267,6.78733,93.21267,6.78733,93.21267,6.78733,93.21267,6.78733,93.21267,6.78733,93.21267,6.78733
"29",946899,75,"NLA12_CO-108",1,-105.1063606,38.7911491,291110,0.5355,12.2499,100,100,1,44,46.7652633899052,291110,3621.88775623,3176.34509244,291110,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291110,2.24882521489971,13.39205862905,88.6407861288664,176.019839100727,0.4,29.14,51.75,177.5,291110,289.78164719712,447.349579831933,291110,0,0,291110,0.163266638911,91630.6908628,41284.1574217,1.86741363212,1220811.20448,644956.862745,291110,0.163266638911,91630.6908628,41284.1574217,1.86741363212,1220811.20448,644956.862745,291110,0.292738088638601,0.704910686436975,291110,737.45479532,15.9647052101,-1.37005808932,-14.3992213333,578.124970252,19.9921011982,1.94065636346,-12.040000276,100,0,100,0,100,0,100,0,100,0,100,0
