SITE_ID,pet_201110,pet_201111,pet_201112,pet_201201,pet_201202,pet_201203,pet_201204,pet_201205,pet_201206,pet_201207,pet_201208,pet_201209,E_avg_11_12,precip_201110,precip_201111,precip_201112,precip_201201,precip_201202,precip_201203,precip_201204,precip_201205,precip_201206,precip_201207,precip_201208,precip_201209,precip_201210,precip_201211,precip_201212,Precip_PT_avg_11_12,Precip_WY_11_12,VP_201110,VP_201111,VP_201112,VP_201201,VP_201202,VP_201203,VP_201204,VP_201205,VP_201206,VP_201207,VP_201208,VP_201209,VP_201210,Vpsat_201110,Vpsat_201111,Vpsat_201112,Vpsat_201201,Vpsat_201202,Vpsat_201203,Vpsat_201204,Vpsat_201205,Vpsat_201206,Vpsat_201207,Vpsat_201208,Vpsat_201209,Vpsat_201210,RH_201110,RH_201111,RH_201112,RH_201201,RH_201202,RH_201203,RH_201204,RH_201205,RH_201206,RH_201207,RH_201208,RH_201209,RH_201210,RH_PT_avg_11_12,tmean_201110,tmean_201111,tmean_201112,tmean_201201,tmean_201202,tmean_201203,tmean_201204,tmean_201205,tmean_201206,tmean_201207,tmean_201208,tmean_201209,tmean_201210,tmean_201211,tmean_201212,TMEAN_PT_avg_11_12,tdmean_201110,tdmean_201111,tdmean_201112,tdmean_201201,tdmean_201202,tdmean_201203,tdmean_201204,tdmean_201205,tdmean_201206,tdmean_201207,tdmean_201208,tdmean_201209,tdmean_201210,tdmean_201211,tdmean_201212,WaterYearPrecip_Avg_Ws,HmaUS_Avg_Ws,HmaUS_PrecipWeighted_Avg_Ws,HmaCIUS_Avg_Ws,OmaUS_Avg_Ws,OmaUS_PrecipWeighted_Avg_Ws,OmCIUS_Avg_Ws,WaterYearPrecip_Site,HmaUs_Site,OmaUS_Site
NLA12_KS-124,49.38985368,22.43179148,15.98843428,17.78267148,19.81265111,49.65337451,69.25817719,116.0347192,149.8390865,207.7129294,140.0111602,86.80419936,78.72658737,41.15999985,136.4400024,104.2900009,0,66.06999969,92.80999756,137.3300018,63.68999863,47.77999878,19.32999992,62.61000061,85.12999725,23.87000084,29.03000069,2.049999952,67.73153833,880.5099982,8.226182756,6.29569996,4.884458283,3.89610487,5.03272418,9.483687859,11.54232416,14.60784069,17.36654483,17.16766785,14.64595462,13.57595488,8.37545922,17.30556087,10.36230483,7.261517196,7.741155502,7.973442619,15.65340523,18.63307659,26.0210386,31.91368097,43.30942716,33.51305994,25.84646173,15.84680112,0.475349098,0.60755788,0.672649827,0.503297585,0.631185853,0.605854619,0.619453481,0.561385766,0.544172414,0.396395634,0.437022303,0.525253902,0.528526808,3.253424535,15.40500069,7.605000019,2.440000057,3.354999781,3.779999733,13.84499931,16.56500053,21.92499924,25.29999924,30.49499893,26.12000084,21.81500053,14.03499985,9.199999809,3.295000076,15.59115375,4.230000019,0.419999987,-3.099999905,-6.159999847,-2.690000057,6.300000191,9.210000038,12.77999973,15.46000004,15.27999973,12.81999969,11.65999985,4.489999771,-0.430000007,-4.489999771,860.1335843,-40.04506582,-40.04604948,0.892901055,-6.316661369,-6.316797207,0.103620232,844.8881493,-39.83838654,-6.288668156
NLA12_KS-125,46.57743589,21.64930424,14.91482558,15.54683237,19.13637555,50.05330513,65.07176888,110.5846781,149.3590795,201.4947299,131.9012577,76.19674826,75.20719509,5.670000076,133.5599976,81.91999817,2.299999952,81.5,122.3799973,52.84000015,70.05000305,63.13999939,12.14000034,27.34000015,103.0299988,33.06000137,38.75999832,27.80999947,60.6869228,788.9299963,7.945794536,6.114363668,4.806529762,3.722098302,4.636962886,9.607312394,9.785471148,13.90029855,16.49809863,18.42716457,14.67459897,13.18872439,8.329271649,16.44512977,10.24733576,6.991120281,6.890857642,7.80883761,15.82123357,17.28896043,24.32900479,31.06509642,41.20452308,31.17707,22.60881676,14.40449072,0.483170072,0.596678377,0.687519248,0.540150224,0.593809619,0.607241676,0.565995346,0.57134678,0.53108152,0.447212179,0.470685634,0.5833443,0.578241314,2.951318918,14.60999966,7.440000057,1.900000095,1.694999933,3.480000019,14.01000023,15.38999939,20.82999992,24.85000038,29.63500023,24.90999985,19.64500046,12.56499958,7.669999599,2.549999952,14.68923075,3.730000019,0.01,-3.319999933,-6.769999981,-3.809999943,6.489999771,6.760000229,12.02000046,14.65999985,16.38999939,12.85000038,11.22000027,4.409999847,-0.620000005,-3.839999914,768.4241794,-42.07626512,-42.07662184,1.532470034,-6.60694145,-6.607001511,0.212317189,764.3061086,-41.89920425,-6.582445145
NLA12_KS-126,48.70486711,24.16047594,16.68293894,17.94408554,21.27334733,51.08215117,68.34769351,114.15653,144.5662058,198.2784602,140.4624976,82.6786308,77.36149033,24.79999924,136.3699951,71.31999969,0.970000029,65.16000366,172.0099945,159.0399933,100.1399994,65.68000031,38.91999817,134.6600037,109.6399994,77.69000244,36.63000107,7.440000057,88.9538453,1156.399989,8.49779515,7.050415609,5.073184748,4.169309484,5.264618946,9.852202223,11.87030396,15.81101647,18.33371138,18.84103436,15.35730539,15.00273893,9.259679215,17.068994,11.25258631,7.639285633,7.838785337,8.642541504,16.12529342,18.36870754,25.57086657,30.77747877,41.4084469,33.58288111,24.62296267,15.35232999,0.497849794,0.626559567,0.664091512,0.531882084,0.609151711,0.610978167,0.646224234,0.618321496,0.59568594,0.455004613,0.457295648,0.609298691,0.603144879,3.166718733,15.19000053,8.829999924,3.1650002,3.535000086,4.945000172,14.30500031,16.34000015,21.63999939,24.69499969,29.71999931,26.15500069,21.02499962,13.54500008,8.854999542,4.380000114,15.6223077,4.699999809,2.019999981,-2.579999924,-5.25,-2.069999933,6.860000134,9.630000114,14,16.30999947,16.73999977,13.55000019,13.18999958,5.949999809,0.400000006,-2.380000114,1078.797012,-37.18108241,-37.18108132,1.511151055,-6.007721755,-6.007721566,0.20693104,1078.840137,-37.18030167,-6.007586479
NLA12_KS-130,46.62707966,22.1003029,15.36559032,16.0653359,19.77650907,50.46641322,64.86586201,111.1137993,145.7463667,200.263753,134.4377427,78.23369073,75.42187046,11.11999989,139.1699982,73.52999878,4.179999828,61.81000137,115.5100021,35.84999847,113.9599991,51.70999908,25.76000023,14.97000027,190.9799957,34.93000031,53.11999893,21.62999916,67.19076872,873.4799933,7.797972997,6.162548924,4.788975336,3.719304898,4.63355905,9.542068161,9.865597198,13.95502276,16.41342171,18.05588099,14.26877888,13.34592769,8.410250582,16.42926842,10.4184616,7.167843645,7.097677174,8.070891666,15.94944229,17.27237629,24.54729028,30.49223202,41.15666894,31.85647719,23.23446757,14.39979177,0.474639089,0.591502773,0.668119392,0.524017197,0.574107452,0.598269707,0.57117776,0.568495447,0.538282068,0.438710942,0.447908248,0.574402131,0.584053625,2.985863011,14.59499931,7.684999943,2.255000114,2.11500001,3.954999924,14.13500023,15.375,20.97500038,24.54000092,29.61499977,25.27000046,20.08499908,12.55999947,7.864999771,2.804999828,14.85846151,3.460000038,0.119999997,-3.369999886,-6.78000021,-3.819999933,6.389999866,6.880000114,12.07999992,14.57999992,16.06999969,12.42000008,11.39999962,4.550000191,-0.519999981,-3.690000057,844.6577669,-41.23016699,-41.23041128,1.595216721,-6.510780964,-6.510812052,0.216111674,839.7332298,-41.06578445,-6.489615917
NLA12_KS-138,49.5107903,22.22370162,15.68547869,17.41856406,20.09668766,49.46936225,69.31467911,118.570279,153.3109886,210.1817841,142.1442199,87.36706845,79.60780031,45.70000076,89.37999725,93.87999725,0.360000014,86.76000214,93.19000244,104.0699997,85.05999756,67.62999725,5.78000021,70.29000092,49.08000183,15.68999958,15.65999985,6.329999924,62.06692284,806.8699969,8.237580358,6.318141035,4.978018016,3.899017335,5.03272418,9.892436045,11.68188186,14.14807734,16.75447201,16.28713306,13.98245694,13.24094045,8.152441912,17.37209851,10.29597021,7.145222594,7.599405472,8.121422662,15.59781743,18.621255,26.51059548,32.51987596,43.66095393,33.9339273,25.99717178,15.88778647,0.47418453,0.613651837,0.696691804,0.513068733,0.619685047,0.634219248,0.627341276,0.533676331,0.515207132,0.373036583,0.412049475,0.509322343,0.513126352,3.261347929,15.46500015,7.509999752,2.210000038,3.089999914,4.045000076,13.78999996,16.55500031,22.22999954,25.61499977,30.63499832,26.32999992,21.90999985,14.07499981,9.399999619,2.930000067,15.65076903,4.25,0.469999999,-2.839999914,-6.150000095,-2.690000057,6.920000076,9.390000343,12.28999996,14.89999962,14.46000004,12.10999966,11.27999973,4.099999905,-0.090000004,-4.909999847,809.7314951,-40.89310615,-40.8931753,0.991490001,-6.389511585,-6.389519275,0.108634939,811.2509618,-40.90800858,-6.391136646
NLA12_KS-R02,47.40343366,23.22078348,16.06489333,17.13010717,20.74014971,51.31293537,66.41917954,113.521227,144.8106184,199.727605,134.3330729,79.92332852,76.21727784,15.67000008,152.6900024,86.63999939,1.909999967,66.19000244,151.5500031,133.6900024,74.66999817,67.80999756,14.97000027,48.77000046,186.8000031,60.47000122,37.84999847,6.809999943,81.67923158,1061.830011,8.101738258,6.625854024,4.985281167,3.942941113,5.010777234,9.858897515,10.61358295,14.62688703,16.97082514,18.28714448,14.74162852,14.08346283,8.85011136,16.65256976,10.88126522,7.423543293,7.530721982,8.453921371,16.21386585,17.77047062,25.25910385,30.5748,41.38440873,32.00922939,23.77246121,14.84268526,0.486515797,0.608923125,0.67155009,0.523580757,0.592716328,0.608053478,0.597259531,0.57907387,0.555059237,0.44188488,0.460543062,0.592427629,0.596260798,3.061933003,14.80500031,8.329999924,2.755000114,2.960000038,4.625,14.39000034,15.81999969,21.43999863,24.58499908,29.70999908,25.35000038,20.45499992,13.02499962,8.230000496,3.499999762,15.24999978,4.010000229,1.139999986,-2.819999933,-6,-2.75,6.869999886,7.960000038,12.80000019,15.10000038,16.27000046,12.92000008,12.22000027,5.289999962,-0.01,-2.849999905,1000.296616,-39.08397235,-39.08393628,1.669660615,-6.245361142,-6.245360442,0.225545275,1001.205109,-38.94501495,-6.226688862
NLA12_KS-R07,50.01787853,23.28042729,16.53859413,18.50168106,20.52022251,50.6033466,69.40077781,116.7521286,149.9961233,206.9595193,142.5579346,90.5100711,79.63655874,39.00999832,124.2399979,74.94000244,0,65.59999847,92.30000305,141.2700043,47.47000122,21.62999916,10.44999981,103.8700027,64.63999939,32.41999817,26.34000015,3.269999981,62.91076961,817.8400049,8.480221338,6.518738699,5.007127781,4.020131318,5.173738641,9.529067002,11.87821368,14.97352446,17.63490782,17.39988959,14.8861845,13.80951606,8.568417877,17.5058595,10.74306229,7.496589259,8.048523925,8.26899667,15.95973915,18.70414447,26.2607927,32.06667662,43.30943193,34.17652589,26.9507889,16.45041992,0.484421878,0.606785898,0.667920785,0.499486782,0.62567913,0.597069094,0.635057845,0.570185547,0.54994498,0.401757511,0.435567516,0.51239747,0.52086317,3.367223095,15.58500004,8.140000343,2.894999981,3.914999723,4.304999828,14.14500046,16.625,22.07500076,25.37999916,30.49500084,26.45000076,22.5,14.61499977,9.785000801,3.965000153,15.93269244,4.670000076,0.910000026,-2.75999999,-5.739999771,-2.309999943,6.369999886,9.640000343,13.15999985,15.69999981,15.48999977,13.06999969,11.92000008,4.820000172,-0.029999999,-4.119999886,779.9128349,-38.6557694,-38.65496802,0.718019925,-6.15630422,-6.156176482,0.081029799,797.3884374,-38.6383934,-6.152104855
NLA12_KS-R08,45.68278292,20.96577434,14.9799198,15.93636984,18.68002574,49.18447611,65.06725896,110.5297696,144.352455,197.489488,128.4887281,76.246414,73.9669552,23.39999962,112.1299973,93.51000214,0.529999971,75.98999786,121.1600037,115.4899979,65.55000305,59.54000092,16.82999992,99.16000366,45.18000031,50.72999954,27.45000076,15.68000031,67.63076968,879.2000059,7.620651635,5.828102601,4.569311255,3.517758163,4.499233387,9.202848285,9.852202223,13.3987,16.43455503,17.74781306,14.64595462,12.94747038,7.934759324,16.08376089,9.835481312,6.964093007,7.033074791,7.570278789,15.52732356,17.32771444,24.41911842,30.20933227,40.62170979,30.49223202,22.64395871,14.30610224,0.473810304,0.592558962,0.656124387,0.500173575,0.594328625,0.592687352,0.568580597,0.548697122,0.544022452,0.436904629,0.480317564,0.571784755,0.554641592,2.937646191,14.26499939,6.835000038,1.845000148,1.985000134,3.034999847,13.72000027,15.42500019,20.88999939,24.38500023,29.3900013,24.54000092,19.67000008,12.46000004,7.684999943,1.75999999,14.49576938,3.130000114,-0.660000026,-4.010000229,-7.519999981,-4.21999979,5.860000134,6.860000134,11.46000004,14.60000038,15.80000019,12.81999969,10.93999958,3.710000038,-1.059999943,-4.829999924,826.2907062,-42.96538235,-42.96536545,1.512987074,-6.663184176,-6.663181444,0.213828792,826.1033368,-42.86178207,-6.649400711
NLA12_KS-R11,49.51317552,24.04850667,16.71209287,18.44989037,20.88815248,50.9394266,70.44251007,114.3795798,144.6174074,201.1209378,142.0056523,87.6174198,78.39456264,7.28000021,151.3300018,68.98999786,0,65.47000122,111.6500015,140.3399963,106.9700012,27.87000084,10.63000011,61.75999832,61.81999969,45.02000046,37.41999817,5.570000172,66.08692304,859.1299995,8.243284598,6.61647738,4.891598673,3.925318492,5.09537705,9.522572525,11.73656,14.9346505,17.79315506,17.65743794,14.92494587,14.06504949,8.705248574,17.33880018,11.15496873,7.612678205,8.048524191,8.448086741,16.07339367,18.97280814,25.68865758,30.88853492,42.08654553,34.0045222,26.09276207,15.98034968,0.475424165,0.593141723,0.642559496,0.487706615,0.603139765,0.592443184,0.618598992,0.581371387,0.576043995,0.41955066,0.438910618,0.539040269,0.544747064,3.279052646,15.43499947,8.699999809,3.115000248,3.9150002,4.614999771,14.25500011,16.85000038,21.71500015,24.75500107,30,26.36499786,21.97000122,14.16499996,8.93999958,3.784999847,15.83500002,4.260000229,1.120000005,-3.079999924,-6.059999943,-2.519999981,6.360000134,9.460000038,13.11999989,15.84000015,15.72000027,13.10999966,12.19999981,5.050000191,-0.209999993,-3.769999981,867.4775645,-38.05698803,-38.06553028,1.00076497,-6.080821515,-6.081892843,0.121655794,822.4798434,-37.60581589,-6.024310589
NLA12_KY-101,44.84346104,25.2975254,20.24030755,18.99192928,23.00405397,49.49570056,60.16636032,110.6100804,127.3143597,161.5730149,120.9541978,81.10237747,70.29944737,106.7900009,170.9299927,143.9700012,144.4900055,76.44000244,188.9600067,64.23999786,116.7799988,27.93000031,211.6799927,92.5,155.4799957,78.12999725,22.20999908,125.5400009,121.4092302,1578.319992,10.49258051,8.317760463,6.976366436,5.941981499,6.422297119,9.772173254,10.17132492,17.53384127,17.52264443,24.374026,20.8796541,17.61240441,11.10271994,15.59781743,11.68188112,9.307278438,8.223335768,9.348707708,15.58772915,16.18255486,25.00445467,27.48926074,34.45128657,29.25953188,24.2018476,15.32747456,0.67269543,0.712022352,0.749560302,0.722575566,0.686971646,0.626914489,0.628536409,0.701228701,0.637436001,0.707492475,0.713601782,0.727729746,0.724367207,3.236030284,13.78999996,9.38999939,6.025000095,4.225000381,6.089999676,13.77999973,14.35999966,21.27500153,22.82500076,26.58500099,23.85499954,20.74499893,13.5199995,6.139999866,6.920000076,15.11269232,7.789999962,4.389999866,1.870000005,-0.389999986,0.699999988,6.739999771,7.329999924,15.60999966,15.60000038,20.86000061,18.37000084,15.68000031,8.630000114,-0.25,3.160000086,1503.860282,-40.18410204,-40.18442395,0.943895849,-6.593289978,-6.593333531,0.158416254,1503.844959,-39.99688721,-6.567952156
NLA12_KY-102,48.07202761,27.90938301,19.86395309,19.87517817,23.54093598,57.76526639,66.86650109,116.8969874,137.1848759,185.507096,132.6651688,83.42359253,76.63091383,38.36999893,244.8500061,155.7299957,77.44000244,33.54999924,94.22000122,12.78999996,38.02000046,54.33000183,132.1999969,66.77999878,141.2799988,92.77999878,52.97999954,127.0500031,90.9492307,1182.339999,9.406344288,8.101738258,6.286743584,5.21900107,5.916503901,10.13694183,10.0889798,15.8929164,15.30761702,22.08747283,18.19432462,16.12009663,9.805447715,16.80293574,13.05468134,9.196552884,8.717238852,9.62696352,18.29877465,18.00420967,26.2929052,29.41004689,39.08786063,31.89460534,24.86651415,15.89804781,0.559803622,0.620600231,0.683597829,0.598698872,0.614576329,0.553968341,0.560367824,0.60445646,0.520489378,0.565072441,0.570451474,0.648265235,0.616770551,3.232112036,14.94499969,11.06499958,5.849999905,5.070000172,6.519999981,16.27999878,16.02500153,22.09499931,23.93999863,28.72999954,25.29000092,21.18499947,14.08500004,8.199999809,7.68500042,16.23692289,6.179999828,4.010000229,0.400000006,-2.190000057,-0.449999988,7.28000021,7.210000038,14.07999992,13.5,19.27000046,16.19000053,14.30000019,6.789999962,0,2.130000114,1133.231863,-30.70895885,-30.71164188,2.166752428,-5.289337764,-5.289706512,0.399442625,1120.484789,-30.39395523,-5.246388435
NLA12_KY-103,38.86904362,23.9438438,17.44923008,16.33022043,19.20598372,45.91585278,51.25716489,101.4822433,117.5670985,154.823709,112.3094703,71.32511657,64.20658142,109.6800003,154.0399933,80.88999939,64.40000153,58.95999908,86.36000061,87.79000092,108.1600037,33.29999924,152.6199951,47.09999847,98.30999756,76.02999878,22.35000038,164.7899933,89.04922984,1157.639988,8.759321233,7.150243942,5.541929079,4.559240503,4.792481605,8.248992103,7.135189382,14.32479614,13.86392111,20.00646038,16.26616893,13.68331016,8.911105201,13.55368442,11.31303749,8.214799283,7.188005071,7.787121802,14.44213167,13.52700192,22.49668688,24.79779948,32.34564296,26.80334122,21.18921442,13.86392111,0.646268643,0.632035733,0.674627448,0.634284542,0.615436836,0.571175523,0.527477517,0.636751367,0.559078684,0.618521029,0.606870942,0.645767695,0.642755042,2.870945769,11.63500023,8.909999847,4.210000038,2.295000076,3.439999819,12.6050005,11.60499954,19.56500053,21.13999939,25.52499962,22.40999985,18.60499954,11.97999954,4.865000248,5.019999981,13.37884604,5.139999866,2.220000029,-1.360000014,-4.039999962,-3.359999895,4.269999981,2.190000057,12.47999954,11.97999954,17.69000053,14.43999958,11.77999973,5.389999866,-2.619999886,0.289999992,1090.779719,-44.68567513,-44.68423231,1.401803648,-7.281173049,-7.2809862,0.274164084,1096.323537,-44.08644485,-7.202493191
NLA12_KY-104,46.30806286,27.48174093,19.219745,20.01250806,23.05825032,56.14535241,67.98237105,119.0908789,134.6581147,174.1824424,131.6600266,80.12274873,74.99352016,68.11000061,250.7599945,213.1399994,101.1699982,59.65000153,150.8200073,28.89999962,15.65999985,43.63000107,67.11000061,30.63999939,225.6999969,88.27999878,58.95999908,98.09999847,103.3515383,1343.569998,9.47075792,8.416061526,6.322637848,5.325999724,5.984663048,10.47842638,10.41494376,15.1889503,16.07857703,23.27047631,18.41545947,16.47689346,9.838823525,16.11490133,12.73540499,8.75932152,8.690281424,9.358291696,17.75913916,18.37454491,26.94257675,29.10090736,37.07907247,31.80887209,23.91975465,15.98550627,0.587701887,0.660839725,0.721818218,0.612868498,0.639503794,0.590030085,0.566813699,0.563752697,0.552511193,0.627590572,0.578940977,0.688840404,0.615484011,3.194130445,14.29500008,10.68999958,5.140000343,5.025000095,6.104999542,15.81000042,16.34499931,22.49499893,23.76499939,27.83000183,25.24499893,20.55500031,14.17000008,7.864999771,6.880000114,15.95923068,6.28000021,4.559999943,0.479999989,-1.909999967,-0.289999992,7.769999981,7.679999828,13.38000011,14.26000023,20.11000061,16.37999916,14.64000034,6.840000153,0.639999986,2.140000105,1250.015072,-26.7322197,-26.73221986,2.381735027,-4.872239184,-4.872235219,0.339493838,1249.543815,-26.73109055,-4.871979237
NLA12_KY-107,41.16646166,25.41067474,18.12733599,17.46935496,20.18801806,48.82449751,55.23502592,104.0926878,122.0216848,162.4682395,115.3516388,74.07517948,67.03589994,113.3099976,212.7599945,82.12999725,91.15000153,56.02999878,114,75.61000061,156.4299927,21.37999916,113.9700012,19.04000092,153.7799988,46.63000107,44.68999863,150.5,96.63230647,1256.219984,9.021843559,7.743852716,5.959021221,4.996193745,5.427115316,9.190261639,8.699258832,15.81101647,14.78005381,21.11639935,17.52264443,14.8089312,9.342323367,14.33883243,11.91783223,8.421876343,7.636620954,8.169406371,15.38718706,14.70807966,23.27768236,26.00512724,34.20695723,27.6988974,22.05310069,14.40449162,0.629189553,0.64977024,0.707564559,0.654241421,0.66432187,0.597267168,0.591461226,0.679234995,0.568351528,0.617312999,0.632611622,0.671512428,0.648570155,2.984600138,12.49500084,9.690000534,4.570000172,3.159999847,4.130000114,13.57999992,12.88500023,20.11499977,21.91500092,26.46500015,22.95000076,19.24500084,12.56500053,5.589999676,5.989999771,14.13576959,5.570000172,3.359999895,-0.349999994,-2.789999962,-1.649999976,5.840000153,5.039999962,14,12.96000004,18.54999924,15.60000038,12.98999977,6.079999924,-1.480000019,1.360000014,1200.251726,-41.69512757,-41.69506756,1.187903306,-6.718343653,-6.718336892,0.087437991,1205.585459,-41.6922226,-6.718765259
NLA12_KY-114,43.45024641,26.33787283,18.5858882,18.19688168,21.22532347,51.79412403,60.76979464,111.574223,125.5383434,170.2973805,121.2486383,76.65001647,70.47239441,52.20000076,251.1499939,156.5899963,118.5800018,50.83000183,111.4400024,54.27999878,146.6399994,43.31000137,167.9199982,69.59999847,136.3899994,56.52000046,45.18000031,157.8699951,108.8807687,1415.449993,8.880561539,7.918232252,6.014703638,4.855990203,5.337579903,9.291387751,9.272350927,15.84168447,15.29769639,21.93658816,18.3220592,15.42711031,9.291387751,15.14466225,12.31647289,8.589114795,7.937516905,8.606890552,16.35543103,16.28713306,25.04288766,26.87697518,35.9394373,29.17131407,22.84165567,14.95407574,0.586382277,0.642897713,0.700270491,0.61177699,0.620151943,0.568091892,0.569305285,0.63258218,0.569174778,0.610376506,0.628084808,0.675393699,0.621328119,3.055436539,13.33500004,10.18499947,4.855000019,3.715000153,4.884999752,14.52499962,14.46000004,21.29999924,22.45499992,27.29999924,23.80500031,19.80999947,13.13999939,6.340000153,6.505000114,14.90538436,5.340000153,3.680000067,-0.219999999,-3.180000067,-1.879999995,6,5.96999979,14.02999973,13.48999977,19.15999985,16.29999924,13.61999989,6,-0.939999998,1.5,1410.248633,-37.98555143,-38.00756485,1.428074875,-6.212646365,-6.215353909,0.179066648,1356.125521,-36.53958893,-6.031326294
NLA12_KY-116,47.74415024,27.90115049,19.50678973,18.78728356,22.63200316,57.19558618,66.79597824,120.5651194,141.4082747,185.2796386,131.8748452,83.3676064,76.92153549,48.97999954,220.9199982,167.4299927,67.37999725,40.38999939,65.52999878,16.98999977,44.38999939,19.70999908,139.3800049,141.3899994,144.2899933,80.13999939,42.22999954,113.0800018,92.07076778,1196.919981,9.278692753,8.079293932,6.197806482,5.117656521,5.765686674,10.72138432,10.55648611,16.87316006,16.0993244,22.96955706,19.04502929,16.60449306,10.06848678,16.70613401,13.09778743,9.062134147,8.226182756,9.240700864,18.11921724,17.9583874,27.03301405,30.19116065,38.92823223,31.64749844,24.83595568,15.954589,0.555406341,0.616844179,0.683923498,0.622118019,0.623944737,0.591713438,0.587830403,0.624168656,0.53324629,0.590048809,0.601786246,0.668566705,0.631071523,3.248080902,14.8550005,11.11499977,5.635000229,4.230000019,5.920000076,16.125,15.98500061,22.54999924,24.375,28.65999985,25.15999985,21.16500092,14.13999939,7.630000114,7.164999962,16.14730773,5.980000019,3.970000029,0.200000003,-2.460000038,-0.810000002,8.109999657,7.880000114,15.01000023,14.27999973,19.89999962,16.90999985,14.76000023,7.179999828,0.649999976,2.589999914,1027.30785,-31.49596901,-31.49437086,1.856054837,-5.391166312,-5.390939074,0.352569828,1067.836865,-31.37347221,-5.373793602
NLA12_KY-117,42.90814773,25.91590716,18.18357084,17.09457948,20.45656668,50.01987317,58.48397313,110.9453037,129.3862082,175.8036485,124.4039874,77.49882089,70.92504891,63.86000061,213.9299927,140.1499939,111.0699997,43.88000107,136.3699951,79.11000061,146.7599945,134.6900024,103.5,40.52999878,110.3899994,59.15000153,31.79000092,169.5899963,106.4146139,1383.38998,9.015659127,7.825159964,5.903801907,4.806529762,5.279904266,9.361488718,8.580239252,15.46712595,15.04177099,21.40900291,17.25580528,15.02224411,9.291387751,15.01736569,12.26345575,8.544818877,7.525461628,8.332151742,15.79059992,15.56757102,24.66846737,27.36415547,36.6560981,29.69523919,23.0480327,14.60784069,0.60034891,0.638087675,0.690921831,0.638702315,0.633678362,0.592851998,0.55116108,0.626999875,0.549688844,0.58405024,0.581096693,0.651779885,0.636054839,3.042086396,13.20499992,10.11999989,4.78000021,2.949999809,4.414999962,13.97999954,13.76000023,21.05500031,22.75,27.63500023,24.09999847,19.95499992,12.77999973,5.995000362,5.829999924,14.72961525,5.559999943,3.50999999,-0.479999989,-3.319999933,-2.029999971,6.110000134,4.840000153,13.65999985,13.22999954,18.77000046,15.35999966,13.21000004,6,-1.379999995,1.190000057,1318.889421,-41.15383126,-41.15394296,1.482565754,-6.629243654,-6.629258046,0.153827927,1314.4563,-41.07406998,-6.618967533
NLA12_KY-120,47.97341961,27.42101738,19.54525282,19.74758535,23.37229534,57.0322733,66.47777229,118.9004421,136.9741585,186.1799171,134.9643679,82.35674416,76.74543715,42.15000153,251.8399963,191.3500061,76.65000153,43.15999985,116.4599991,21.18000031,32.86999893,58.00999832,33.16999817,64.40000153,138.6699982,94.44999695,63.81999969,92.52999878,89.5661536,1164.359997,9.496633594,8.124238291,6.304667797,5.268436545,5.971829782,10.17132492,10.24733576,15.54743519,15.48716896,22.6158402,18.10192491,16.3817682,9.912607873,16.74909474,12.77334625,8.99404408,8.621729315,9.532315882,18.05588099,17.91837821,26.79516902,29.44556319,39.31690537,32.48108855,24.56240876,15.87240553,0.566993843,0.636030538,0.700982533,0.611064944,0.626482573,0.563324765,0.57188969,0.580232772,0.525959339,0.575219234,0.557306596,0.666944694,0.62451831,3.216117608,14.8949995,10.73499966,5.525000095,4.910000324,6.375,16.06999969,15.94999981,22.40499878,23.95999908,28.82999802,25.59500122,20.98500061,14.05999947,7.490000248,7.230000019,16.17653817,6.320000172,4.050000191,0.439999998,-2.059999943,-0.319999993,7.329999924,7.440000057,13.73999977,13.68000031,19.64999962,16.11000061,14.55000019,6.949999809,0.119999997,2.160000086,1084.438369,-27.93063289,-27.93053878,2.552543201,-4.970156389,-4.970139743,0.393789415,1073.181283,-27.78121948,-4.951751232
NLA12_KY-122,41.17501825,25.01603352,17.55218569,16.40410213,19.41243705,47.05656675,55.24140421,106.1016189,124.3526936,168.3369611,118.9727262,74.71513506,67.86140687,74.52999878,216.6600037,119.7699966,96.76999664,46.84000015,134.5099945,74.26999664,143.5,88.84999847,151.1399994,59.56999969,131.25,63.81000137,36.29000092,184.8000031,107.8053835,1401.469986,8.819754702,7.706169138,5.782271985,4.705513372,5.10279384,9.096351785,8.392838754,15.38718706,14.89586664,21.19584642,17.16766785,14.92494587,9.133812077,14.38101052,11.80719697,8.214799283,7.182959954,7.857896548,14.81374914,14.6650453,23.5967741,26.31701631,35.17277501,28.43094163,22.21852334,14.03287962,0.613291722,0.652667111,0.703884756,0.655093917,0.649384197,0.614047916,0.572302273,0.652088586,0.566016545,0.602620817,0.603837469,0.671734374,0.650886513,2.96395061,12.53999996,9.550000191,4.210000038,2.285000086,3.570000172,12.99499989,12.84000015,20.33499908,22.11000061,26.93499947,23.38000107,19.36499977,12.16500092,5.329999924,5.204999924,14.02153857,5.239999771,3.289999962,-0.769999981,-3.609999895,-2.5,5.690000057,4.519999981,13.57999992,13.07999992,18.61000061,15.27999973,13.10999966,5.75,-1.75,0.879999995,1316.164215,-42.20564288,-42.20352656,1.476073943,-6.771145301,-6.7708559,0.139341107,1340.723113,-41.92030716,-6.729684353
