SITE_ID,VISIT_NO,DATE_COL_iso,dD,d18O,d_excess,E_I,RT,YEAR,SAMPLE_ID,SAMPLED_PHAB,L_LkAreakm2,DDHzSqrtA_sc,DDVrtDix_sc,L_DDHzSqrtA_sc,L_DDVrtDix_sc,URBAN,VertDD_use,HorizDD_use,L_VertDD_use,L_HorizDD_use,ELEV_use,DpthMx_use,LkArea_km2,LATdd_use,LONdd_use,L_DpthMx_use,L_ELEV_use,Lake_Origin_use,ECOWSA9_2015,RT_NLA12_2015,ECOP5_2015,ECOP6_2015,SID,RESAMPLED12,VertDD_CONDc315,HorizDD_CONDc315,Drawdown_CONDus15,RTS12_15
NLA06608-0008,2,8/22/2007,-20.82,-1.93,-5.38,0.41,0.83,2007,,YES,-0.312140885,1.403772912,0.050909091,0.150379656,-1.215317882,NO,0.28,0.98,-0.420216403,0.29666519,261.56,5.5,0.487370362,41.292111,-93.5904049,0.74036269,2.419228564,MAN-MADE,TPL,S,CENPL,CENPL,NLA06608-0008,NO,Small,Small,SMALL,2
NLA06608-0010,1,7/17/2007,-35.98,-3.55,-7.6,0.26,1.69,2007,,YES,-0.522339582,0.401413823,0.002542373,-0.38572112,-1.901620292,YES,0.03,0.22,-0.886056648,0.086359831,284.65,11.8,0.300372672,42.61885968,-83.50544419,1.071882007,2.455834228,NATURAL,UMW,T,UMW,UMW,NLA06608-0010,YES,Small,Small,SMALL,3
NLA06608-0010,2,8/18/2007,-34.11,-2.96,-10.46,0.3,1.93,2007,,YES,-0.522339582,0.091230414,0.004545455,-0.994688985,-1.837272703,YES,0.05,0.05,-0.823908741,0.021189299,284.65,11,0.300372672,42.61885968,-83.50544419,1.041392685,2.455834228,NATURAL,UMW,T,UMW,UMW,NLA06608-0010,YES,Small,Small,SMALL,3
NLA06608-0012,1,6/13/2007,-21.49,-3.65,7.73,0.06,0.07,2007,,YES,0.249583065,0.172558481,0.025714286,-0.738597987,-1.447158031,NO,0.09,0.23,-0.721246399,0.089905111,255.6,3.5,1.77657303,35.99293158,-96.87367696,0.544068044,2.409256652,MAN-MADE,SPL,T,CENPL,CENPL,NLA06608-0012,YES,Small,Small,SMALL,3
NLA06608-0012,2,9/18/2007,-19.89,-2.84,2.79,0.11,0.13,2007,,YES,0.249583065,0,0.005882353,-2,-1.799085157,NO,0.02,0,-0.920818754,0,255.6,3.4,1.77657303,35.99293158,-96.87367696,0.531478917,2.409256652,MAN-MADE,SPL,T,CENPL,CENPL,NLA06608-0012,YES,Small,Small,SMALL,3
NLA06608-0013,1,9/4/2007,-35.1,-5.63,9.96,0,0,2007,,YES,-0.430155049,0.065635299,0.017391304,-1.121275474,-1.562387287,YES,0.04,0.04,-0.853871964,0.017033339,15.44,2.3,0.37140261,39.97091954,-74.5712097,0.361727836,1.215901813,MAN-MADE,CPL,T,CPL,CPL,NLA06608-0013,YES,Med,Small,MEDIUM,3
NLA06608-0013,2,9/14/2007,-34.3,-5.43,9.11,0.01,0.01,2007,,YES,-0.430155049,0.623535337,0.043478261,-0.198229156,-1.271822725,YES,0.1,0.38,-0.698970004,0.139879086,15.44,2.3,0.37140261,39.97091954,-74.5712097,0.361727836,1.215901813,MAN-MADE,CPL,T,CPL,CPL,NLA06608-0013,YES,Med,Med,MEDIUM,3
NLA06608-0014,1,8/6/2007,-39.8,-2.62,-18.83,0.77,0.93,2007,,YES,-0.892466852,4.498416854,0.188235294,0.654024065,-0.702819021,NO,0.32,1.61,-0.37675071,0.416640507,498.4,1.7,0.128095286,47.8349274,-100.5756807,0.230448921,2.698448538,NATURAL,TPL,T,CENPL,CENPL,NLA06608-0014,NO,Large,Med,LARGE,3
NLA06608-0014,2,8/23/2007,-39.77,-2.83,-17.09,0.76,0.92,2007,,YES,-0.892466852,3.632262056,0.129411765,0.56137119,-0.855700575,NO,0.22,1.3,-0.494850022,0.361727836,498.4,1.7,0.128095286,47.8349274,-100.5756807,0.230448921,2.698448538,NATURAL,TPL,T,CENPL,CENPL,NLA06608-0014,NO,Med,Med,MEDIUM,3
NLA06608-0015,1,7/10/2007,-71.75,-8.91,-0.43,0.15,0.21,2007,,YES,0.240531728,11.59913989,0.214285714,1.064800044,-0.649198388,YES,1.5,15.3,0.204119983,1.212187604,1275.36,7,1.739929805,33.0071076,-107.2747938,0.84509804,3.105973185,MAN-MADE,XER,T,WEST,WEST,NLA06608-0015,NO,Med,Large,LARGE,3
NLA06608-0015,2,8/29/2007,-71.81,-8.77,-1.62,0.15,0.22,2007,,YES,0.240531728,36.67375111,0.18220339,1.564473738,-0.716238957,YES,1.075,48.375,0.070037867,1.693507109,1275.36,5.9,1.739929805,33.0071076,-107.2747938,0.770852012,3.105973185,MAN-MADE,XER,T,WEST,WEST,NLA06608-0015,NO,Med,Large,LARGE,3
NLA06608-0016,1,6/27/2007,-71.36,-7.91,-8.09,0.47,1.58,2007,,YES,0.806873888,0.454214354,0.071428571,-0.333281435,-1.089223184,YES,0.45,1.15,-0.259637311,0.33243846,916,6.3,6.410234072,41.03740677,-100.7757749,0.79934055,2.962369336,MAN-MADE,SPL,S,CENPL,CENPL,NLA06608-0016,YES,Med,Small,MEDIUM,2
NLA06608-0016,2,7/11/2007,-76.01,-8.61,-7.12,0.35,1.16,2007,,YES,0.806873888,0.106641631,0.029411765,-0.933146417,-1.404374119,YES,0.2,0.27,-0.522878745,0.103803721,916,6.8,6.410234072,41.03740677,-100.7757749,0.832508913,2.962369336,MAN-MADE,SPL,S,CENPL,CENPL,NLA06608-0016,YES,Small,Small,SMALL,2
NLA06608-0019,1,6/11/2007,-48.49,-5.72,-2.7,0.36,0.19,2007,,YES,0.014157666,9.671078426,1.683333333,0.985923738,0.228742458,NO,2.02,9.83,0.326335861,1.034628457,600.25,1.2,1.033136406,46.36670421,-99.50350622,0.079181246,2.779055089,NATURAL,NPL,T,CENPL,CENPL,NLA06608-0019,YES,Large,Large,LARGE,3
NLA06608-0019,2,8/7/2007,-31.78,-2.53,-11.52,0.71,0.37,2007,,YES,0.014157666,4.383522605,1.4,0.642812865,0.149219113,NO,1.4,4.455555556,0.176091259,0.736838983,600.25,1,1.033136406,46.36670421,-99.50350622,0,2.779055089,NATURAL,NPL,T,CENPL,CENPL,NLA06608-0019,YES,Large,Large,LARGE,3
NLA06608-0020,1,6/11/2007,-42.46,-5.44,1.07,0.05,0.14,2007,,YES,0.471584446,0.162691764,0.015436242,-0.762728376,-1.594547058,NO,0.23,0.28,-0.48148606,0.10720997,184.92,14.9,2.961995854,39.41011547,-87.80523888,1.173186268,2.269326111,MAN-MADE,TPL,R,CENPL,CENPL,NLA06608-0020,YES,Small,Small,SMALL,1
NLA06608-0020,2,7/2/2007,-40.22,-5.43,3.25,0.06,0.17,2007,,YES,0.471584446,0.071016246,0.00973236,-1.091427885,-1.704820968,NO,0.133333333,0.122222222,-0.632023215,0.050078864,184.92,13.7,2.961995854,39.41011547,-87.80523888,1.136720567,2.269326111,MAN-MADE,TPL,R,CENPL,CENPL,NLA06608-0020,YES,Small,Small,SMALL,1
NLA06608-0021,1,7/27/2007,-58.21,-7.63,2.87,0.07,2.88,2007,,YES,1.62602457,0.205081486,0.008595388,-0.667396971,-1.730594759,YES,0.455555556,1.333333333,-0.255272505,0.367976785,209.55,53,42.26925272,42.7719197,-77.3095481,1.72427587,2.323355246,NATURAL,NAP,S,APPS,NAP,NLA06608-0021,NO,Med,Med,MEDIUM,2
NLA06608-0021,2,8/30/2007,-58.28,-7.48,1.57,0.08,2.88,2007,,YES,1.62602457,0.16150167,0.010799136,-0.765731646,-1.681954704,YES,0.5,1.05,-0.22184875,0.311753861,209.55,46.3,42.26925272,42.7719197,-77.3095481,1.665580991,2.323355246,NATURAL,NAP,S,APPS,NAP,NLA06608-0021,NO,Large,Med,LARGE,2
NLA06608-0023,1,8/9/2007,-11.69,-2.21,6.01,0.03,0.08,2007,,YES,-1.207106696,0,0,-2,-2,YES,0,0,-1,0,265.85,3,0.062071652,31.14844072,-97.74526454,0.477121255,2.426267207,MAN-MADE,SPL,R,CENPL,CENPL,NLA06608-0023,YES,Small,Small,SMALL,1
NLA06608-0023,2,9/19/2007,-8.85,-1.47,2.92,0.06,0.08,2007,,YES,-1.207106696,0.361238435,0.042857143,-0.430347066,-1.276896316,YES,0.12,0.09,-0.657577319,0.037426498,265.85,2.8,0.062071652,31.14844072,-97.74526454,0.447158031,2.426267207,MAN-MADE,SPL,R,CENPL,CENPL,NLA06608-0023,YES,Small,Small,SMALL,1
NLA06608-0024,1,7/11/2007,-9.12,-1.52,3.05,0.21,0.7,2007,,NOT DONE,1.979099526,,,,,YES,,,,,105.13,12.9,95.30145377,32.18872936,-95.47435666,1.11058971,2.025838164,MAN-MADE,CPL,S,CPL,CPL,NLA06608-0024,NO,Not Assessed,Not Assessed,NOT ASSESSED,2
NLA06608-0024,2,8/14/2007,-14.79,-2.75,7.22,0.12,0.41,2007,,NOT DONE,1.979099526,,,,,YES,,,,,105.13,10.5,95.30145377,32.18872936,-95.47435666,1.021189299,2.025838164,MAN-MADE,CPL,S,CPL,CPL,NLA06608-0024,NO,Not Assessed,Not Assessed,NOT ASSESSED,2
NLA06608-0025,1,6/18/2007,-20.04,-2.52,0.15,0.18,0.42,2007,,YES,-0.94001139,0,0,-2,-2,YES,0,0,-1,0,245.48,8,0.114812351,35.2013214,-81.3457308,0.903089987,2.391781685,MAN-MADE,SAP,R,APPS,SAP,NLA06608-0025,NO,Small,Small,SMALL,1
NLA06608-0025,2,7/18/2007,-17.37,-2.78,4.86,0.19,0.46,2007,,YES,-0.94001139,0,0,-2,-2,YES,0,0,-1,0,245.48,6.2,0.114812351,35.2013214,-81.3457308,0.79239169,2.391781685,MAN-MADE,SAP,R,APPS,SAP,NLA06608-0025,NO,Small,Small,SMALL,1
NLA06608-0029,1,7/2/2007,-29.41,-4.12,3.52,0.1,0.06,2007,,YES,-0.1360804,0.116960742,0.117647059,-0.896330549,-0.893989188,YES,0.2,0.1,-0.522878745,0.041392685,1.87,1.7,0.731003742,38.7560105,-75.2150379,0.230448921,0.457881897,MAN-MADE,CPL,T,CPL,CPL,NLA06608-0029,NO,Med,Small,MEDIUM,3
NLA06608-0029,2,9/11/2007,-22.21,-2.95,1.39,0.19,0.11,2007,,YES,-0.1360804,0,0.125,-2,-0.869666232,YES,0.1,0,-0.698970004,0,1.87,0.8,0.731003742,38.7560105,-75.2150379,-0.096910013,0.457881897,MAN-MADE,CPL,T,CPL,CPL,NLA06608-0029,NO,Med,Small,MEDIUM,3
NLA06608-0031,1,6/13/2007,-34.77,-5.39,8.37,0.03,0.06,2007,,YES,-0.615300532,1.157507617,0.040816327,0.067259723,-1.293996733,YES,0.2,0.57,-0.522878745,0.195899652,241.93,4.9,0.242493146,39.77597099,-81.52247236,0.69019608,2.38548115,MAN-MADE,SAP,S,APPS,SAP,NLA06608-0031,YES,Small,Med,MEDIUM,2
NLA06608-0031,2,9/5/2007,-27.74,-4.15,5.44,0.12,0.21,2007,,NOT DONE,-0.615300532,,,,,YES,,,,,241.93,4.8,0.242493146,39.77597099,-81.52247236,0.681241237,2.38548115,MAN-MADE,SAP,S,APPS,SAP,NLA06608-0031,YES,Not Assessed,Not Assessed,NOT ASSESSED,2
NLA06608-0033,1,7/17/2007,-81.33,-10.68,4.09,0.12,0.15,2007,,YES,-0.819171223,,,,,NO,,,,,732.43,1.4,0.151645238,47.31085035,-121.29956,0.146128036,2.86535867,NATURAL,WMT,T,WEST,WEST,NLA06608-0033,YES,Not Assessed,Not Assessed,NOT ASSESSED,3
NLA06608-0033,2,8/28/2007,-72.53,-8.24,-6.61,0.23,0.29,2007,,YES,-0.819171223,0.05135885,0.055555556,-1.212122789,-1.183390498,NO,0.1,0.02,-0.698970004,0.008600172,732.43,1.8,0.151645238,47.31085035,-121.29956,0.255272505,2.86535867,NATURAL,WMT,T,WEST,WEST,NLA06608-0033,YES,Small,Small,SMALL,3
NLA06608-0036,1,7/12/2007,-23.66,-2.88,-0.62,0.2,0.4,2007,,YES,-0.919822916,0.201840517,0.01,-0.673990972,-1.698970004,NO,0.05,0.07,-0.823908741,0.029383778,113.39,5,0.120275476,37.47735207,-88.32742822,0.698970004,2.05838806,MAN-MADE,SAP,R,APPS,SAP,NLA06608-0036,YES,Small,Small,SMALL,1
NLA06608-0036,2,7/16/2007,-22.98,-3.23,2.89,0.17,0.33,2007,,YES,-0.919822916,0.173006158,0.008,-0.737534297,-1.744727495,NO,0.04,0.06,-0.853871964,0.025305865,113.39,5,0.120275476,37.47735207,-88.32742822,0.698970004,2.05838806,MAN-MADE,SAP,R,APPS,SAP,NLA06608-0036,YES,Small,Small,SMALL,1
NLA06608-0037,1,7/13/2007,-45.69,-6.91,9.63,0.01,0.18,2007,,YES,0.374666942,0.064963064,0.007692308,-1.125152669,-1.752215516,YES,0.1,0.1,-0.698970004,0.041392685,211.27,13,2.36955581,41.6969929,-73.3639855,1.113943352,2.32688862,NATURAL,NAP,T,APPS,NAP,NLA06608-0037,NO,Small,Small,SMALL,3
NLA06608-0037,2,9/5/2007,-43.82,-6.19,5.67,0.04,0.23,2007,,YES,0.374666942,0.513208208,0.048780488,-0.281325452,-1.230766814,YES,0.6,0.79,-0.15490196,0.252853031,211.27,12.3,2.36955581,41.6969929,-73.3639855,1.089905111,2.32688862,NATURAL,NAP,T,APPS,NAP,NLA06608-0037,NO,Large,Med,LARGE,3
NLA06608-0038,1,7/12/2007,-75.86,-9.74,2.08,0.2,1.61,2007,,YES,0.343699755,0,0,-2,-2,NO,0,0,-1,0,358.73,11.3,2.206478779,44.7975912,-71.8697174,1.053078444,2.555976658,NATURAL,NAP,S,APPS,NAP,NLA06608-0038,NO,Small,Small,SMALL,2
NLA06608-0038,2,8/27/2007,-73.8,-10.14,7.32,0.19,1.53,2007,,YES,0.343699755,0.48348666,0.015374332,-0.306724583,-1.59560539,NO,0.209090909,0.718181818,-0.509913768,0.235069119,358.73,13.6,2.206478779,44.7975912,-71.8697174,1.133538908,2.555976658,NATURAL,NAP,S,APPS,NAP,NLA06608-0038,NO,Med,Med,MEDIUM,2
NLA06608-0041,1,6/12/2007,-50.33,-8.24,15.58,0.1,1.47,2007,,YES,1.029995958,0.10692271,0.007209302,-0.932101127,-1.764236736,YES,0.31,0.35,-0.387216143,0.130333769,501.84,43,10.71509332,38.2269409,-80.8540552,1.633468456,2.701429818,MAN-MADE,SAP,S,APPS,SAP,NLA06608-0041,NO,Med,Med,MEDIUM,2
NLA06608-0041,2,7/11/2007,-47.97,-7.64,13.16,0.13,1.95,2007,,YES,1.029995958,0.03360428,0.007575758,-1.360470877,-1.755085946,YES,0.25,0.11,-0.455931956,0.045322979,501.84,33,10.71509332,38.2269409,-80.8540552,1.51851394,2.701429818,MAN-MADE,SAP,S,APPS,SAP,NLA06608-0041,NO,Med,Small,MEDIUM,2
NLA06608-0042,1,6/22/2007,-131.71,-17.4,7.47,0.05,0.64,2007,,YES,-0.109475664,0.034029772,0.001470588,-1.356253561,-1.94041431,NO,0.02,0.03,-0.920818754,0.012837225,2626,13.6,0.777184868,44.4582352,-107.0403753,1.133538908,3.419460073,MAN-MADE,WMT,R,WEST,WEST,NLA06608-0042,NO,Small,Small,SMALL,1
NLA06608-0042,2,7/6/2007,-130,-16.97,5.77,0.07,0.91,2007,,YES,-0.109475664,0.090746059,0.00647482,-0.996771932,-1.783179318,NO,0.09,0.08,-0.721246399,0.033423756,2626,13.9,0.777184868,44.4582352,-107.0403753,1.1430148,3.419460073,MAN-MADE,WMT,R,WEST,WEST,NLA06608-0042,NO,Small,Small,SMALL,1
NLA06608-0043,1,7/31/2007,-41,-5.37,1.94,0.25,1.98,2007,,YES,-0.615338552,0.304621676,0.006666667,-0.50221136,-1.77815125,YES,0.11,0.15,-0.677780705,0.06069784,273.03,16.5,0.242471918,41.553395,-85.4442417,1.217483944,2.437798111,NATURAL,UMW,S,UMW,UMW,NLA06608-0043,NO,Small,Small,SMALL,2
NLA06608-0043,2,8/15/2007,-39.58,-5.12,1.35,0.21,1.67,2007,,YES,-0.615338552,0.731092022,0.006790124,-0.130127862,-1.774946111,YES,0.11,0.36,-0.677780705,0.133538908,273.03,16.2,0.242471918,41.553395,-85.4442417,1.209515015,2.437798111,NATURAL,UMW,S,UMW,UMW,NLA06608-0043,NO,Small,Small,SMALL,2
NLA06608-0044,1,7/18/2007,-43.22,-3.78,-12.99,0.44,0.4,2007,,YES,0.34203234,4.451717657,0.625,0.649502084,-0.197226275,NO,1,6.6,0.041392685,0.880813592,1097.9,1.6,2.198023543,42.4048448,-101.7024805,0.204119983,3.040958173,NATURAL,SPL,S,CENPL,CENPL,NLA06608-0044,NO,Large,Large,LARGE,2
NLA06608-0044,2,7/30/2007,-41.51,-3.7,-11.91,0.46,0.41,2007,,YES,0.34203234,0.411446632,0,-0.375257413,-2,NO,0,0.61,-1,0.206825876,1097.9,1.6,2.198023543,42.4048448,-101.7024805,0.204119983,3.040958173,NATURAL,SPL,S,CENPL,CENPL,NLA06608-0044,NO,Small,Med,MEDIUM,2
NLA06608-0045,1,6/26/2007,-30.79,-4.89,8.31,0.06,0.04,2007,,YES,-0.540033147,0,0,-2,-2,NO,0,0,-1,0,65.73,2.1,0.288381139,37.29244811,-77.89349456,0.322219295,1.824321125,MAN-MADE,SAP,S,APPS,SAP,NLA06608-0045,YES,Small,Small,SMALL,2
NLA06608-0045,2,8/2/2007,-27.14,-3.99,4.79,0.11,0.07,2007,,YES,-0.540033147,0.372431131,0.08,-0.417446762,-1.045757491,NO,0.2,0.2,-0.522878745,0.079181246,65.73,2.5,0.288381139,37.29244811,-77.89349456,0.397940009,1.824321125,MAN-MADE,SAP,S,APPS,SAP,NLA06608-0045,YES,Small,Small,SMALL,2
NLA06608-0048,1,8/2/2007,0.51,1.91,-14.74,0.5,0.56,2007,,YES,-1.250422262,34.89124751,0.333333333,1.542840951,-0.46428403,NO,1,8.27,0.041392685,0.967079734,92.55,3,0.056179483,36.7872968,-89.1757255,0.477121255,1.971043792,NATURAL,CPL,S,CPL,CPL,NLA06608-0048,NO,Med,Large,LARGE,2
NLA06608-0048,2,9/18/2007,3.01,2.32,-15.57,0.56,0.63,2007,,YES,-1.250422262,318.8309038,0.474193548,2.503574032,-0.314981002,NO,1.47,75.57,0.195899652,1.884058647,92.55,3.1,0.056179483,36.7872968,-89.1757255,0.491361694,1.971043792,NATURAL,CPL,S,CPL,CPL,NLA06608-0048,NO,Large,Large,LARGE,2
NLA06608-0049,1,8/15/2007,-114.81,-15.36,8.11,0.04,0.12,2007,,YES,-0.889728636,31.94688387,0.756756757,1.504564425,-0.115342388,NO,2.8,11.47,0.462397998,1.095866454,2107.88,3.7,0.128905475,45.0623267,-117.1533553,0.568201724,3.324051868,MAN-MADE,WMT,S,WEST,WEST,NLA06608-0049,NO,Large,Large,LARGE,2
NLA06608-0050,1,7/2/2007,-55.72,-7.52,4.47,0.05,0.19,2007,,YES,-0.921576865,0.722317165,0.044897959,-0.135300786,-1.2604438,NO,0.22,0.25,-0.494850022,0.096910013,196.17,4.9,0.119790709,43.4460179,-71.8086866,0.69019608,2.294840836,NATURAL,NAP,R,APPS,NAP,NLA06608-0050,NO,Med,Small,MEDIUM,1
NLA06608-0050,2,8/30/2007,-49.47,-6.35,1.37,0.12,0.33,2007,,YES,-0.921576865,1.09792209,0.04,0.044509222,-1.301029996,NO,0.2,0.38,-0.522878745,0.139879086,196.17,5,0.119790709,43.4460179,-71.8086866,0.698970004,2.294840836,NATURAL,NAP,R,APPS,NAP,NLA06608-0050,NO,Med,Med,MEDIUM,1
NLA06608-0053,1,8/23/2007,-60.02,-7.94,3.48,0.05,0.11,2007,,YES,0.672780319,2.640497643,0.175471698,0.423327422,-0.731722352,YES,0.93,5.73,0.012837225,0.828015064,28.85,5.3,4.7073915,43.558193,-73.4396072,0.72427587,1.474944336,NATURAL,NAP,S,APPS,NAP,NLA06608-0053,NO,Large,Large,LARGE,2
NLA06608-0053,2,9/27/2007,-56.11,-7.58,4.5,0.08,0.18,2007,,YES,0.672780319,,0.288135593,,-0.525586172,YES,1.7,,0.255272505,,28.85,5.9,4.7073915,43.558193,-73.4396072,0.770852012,1.474944336,NATURAL,NAP,S,APPS,NAP,NLA06608-0053,NO,Large,Not Assessed,LARGE,2
NLA06608-0057,1,6/16/2007,-16.06,-1.68,-2.58,0.2,0.23,2007,,YES,-0.275491529,0,0,-2,-2,YES,0,0,-1,0,149.57,3.7,0.530283936,34.9618921,-80.5168614,0.568201724,2.17773845,MAN-MADE,SAP,T,APPS,SAP,NLA06608-0057,NO,Small,Small,SMALL,3
NLA06608-0057,2,7/14/2007,-12.73,-1.68,0.73,0.23,0.26,2007,,YES,-0.275491529,0.19225298,0.048148148,-0.694105071,-1.235464112,YES,0.13,0.14,-0.638272164,0.056904851,149.57,2.7,0.530283936,34.9618921,-80.5168614,0.431363764,2.17773845,MAN-MADE,SAP,T,APPS,SAP,NLA06608-0057,NO,Small,Small,SMALL,3
NLA06608-0061,1,6/12/2007,-44.8,-4.16,-11.52,0.27,1.11,2007,,YES,0.757645549,14.21203577,0.290849673,1.152961767,-0.521650456,NO,4.45,34,0.658011397,1.544068044,335,15.3,5.723287327,34.2455815,-113.5793644,1.184691431,2.526339277,MAN-MADE,XER,S,WEST,WEST,NLA06608-0061,NO,Large,Large,LARGE,2
NLA06608-0061,2,8/22/2007,-41.02,-3.66,-11.73,0.3,1.25,2007,,YES,0.757645549,1.868464703,0.200671141,0.273803039,-0.676394953,NO,2.99,4.47,0.489958479,0.737987326,335,14.9,5.723287327,34.2455815,-113.5793644,1.173186268,2.526339277,MAN-MADE,XER,S,WEST,WEST,NLA06608-0061,NO,Large,Med,LARGE,2
