ecoregion,response,predictor,effect,est_std,se_std,z,pvalue,ci_lower,ci_upper
APPALACHIANS,L_HorizDD_use,bffFlat_grad,indirect,1.31E-05,0.000373966,0.034915095,0.972147444,-0.000719903,0.000746017
APPALACHIANS,L_HorizDD_use,L_EI,indirect,-0.002967918,0.0622948,-0.047643109,0.962000675,-0.125063481,0.119127646
APPALACHIANS,L_HorizDD_use,L_inflow,indirect,-0.069733083,0.056441294,-1.235497605,0.216645367,-0.180355986,0.04088982
APPALACHIANS,L_HorizDD_use,BFIWs,indirect,0.049001769,0.058685942,0.834983093,0.403727228,-0.066020563,0.164024102
APPALACHIANS,L_HorizDD_use,Temp_degC_avg_yr,indirect,0.148548088,0.081232844,1.828670284,0.067449017,-0.010665361,0.307761537
APPALACHIANS,L_HorizDD_use,Precip_mm_total_yr_sc,indirect,-0.325052081,0.050653892,-6.417119521,1.39E-10,-0.424331886,-0.225772276
APPALACHIANS,L_HorizDD_use,PHDI,indirect,0.123211871,0.072831826,1.691731187,0.090697239,-0.019535884,0.265959626
APPALACHIANS,L_HorizDD_use,HydrAP,indirect,0.072717529,0.059141941,1.229542477,0.218868482,-0.043198546,0.188633603
APPALACHIANS,L_VertDD_use,L_LkAreakm2,indirect,-3.60E-05,0.000792597,-0.045359535,0.963820734,-0.001589414,0.00151751
APPALACHIANS,L_VertDD_use,L_DpthMx_mod,indirect,0.000942727,0.019841192,0.047513631,0.962103866,-0.037945296,0.03983075
APPALACHIANS,L_VertDD_use,bffFlat_grad,indirect,1.44E-05,0.000412543,0.034917771,0.97214531,-0.000794164,0.000822974
APPALACHIANS,L_VertDD_use,L_inflow,indirect,0.001267551,0.026596175,0.047659157,0.961987885,-0.050859994,0.053395097
APPALACHIANS,L_VertDD_use,BFIWs,indirect,0.000493448,0.010400091,0.047446493,0.962157375,-0.019890355,0.020877251
APPALACHIANS,L_VertDD_use,Temp_degC_avg_yr,indirect,-0.000774747,0.016180245,-0.047882251,0.961810085,-0.032487444,0.030937951
APPALACHIANS,L_VertDD_use,Precip_mm_total_yr_sc,indirect,-0.000177064,0.00366677,-0.048288679,0.961486177,-0.007363802,0.007009675
APPALACHIANS,L_VertDD_use,PHDI,indirect,0.000194726,0.004134766,0.047094733,0.962437725,-0.007909266,0.008298717
APPALACHIANS,L_VertDD_use,HydrAP,indirect,0.000608184,0.012757668,0.047672067,0.961977596,-0.024396385,0.025612754
APPALACHIANS,L_HorizDD_use,L_LkAreakm2,total,0.195319023,0.098495128,1.983032326,0.047363819,0.002272119,0.388365928
APPALACHIANS,L_HorizDD_use,L_DpthMx_mod,total,0.124342078,0.078576133,1.582440781,0.113548981,-0.029664314,0.27834847
APPALACHIANS,L_HorizDD_use,L_SLD,total,0.020161483,0.11021561,0.182927652,0.854854786,-0.195857143,0.236180109
APPALACHIANS,L_HorizDD_use,bffFlat_grad,total,0.236501642,0.034907714,6.775053921,1.24E-11,0.168083781,0.304919504
APPALACHIANS,L_HorizDD_use,L_VertDD_use,total,0.906421159,0.03781859,23.96760858,0,0.832298085,0.980544233
APPALACHIANS,L_HorizDD_use,L_EI,total,-0.002967918,0.0622948,-0.047643109,0.962000675,-0.125063481,0.119127646
APPALACHIANS,L_HorizDD_use,L_inflow,total,-0.069733083,0.056441294,-1.235497605,0.216645367,-0.180355986,0.04088982
APPALACHIANS,L_HorizDD_use,BFIWs,total,0.049001769,0.058685942,0.834983093,0.403727228,-0.066020563,0.164024102
APPALACHIANS,L_HorizDD_use,Temp_degC_avg_yr,total,0.123918392,0.093258474,1.328762809,0.183926236,-0.058864858,0.306701642
APPALACHIANS,L_HorizDD_use,Precip_mm_total_yr_sc,total,-0.168656945,0.055499042,-3.038916341,0.002374308,-0.277433068,-0.059880822
APPALACHIANS,L_HorizDD_use,PHDI,total,0.046976955,0.096713889,0.485731216,0.627157749,-0.142578784,0.236532693
APPALACHIANS,L_HorizDD_use,HydrAP,total,0.106710434,0.068260659,1.563278688,0.117987059,-0.027078,0.240498867
APPALACHIANS,L_VertDD_use,L_LkAreakm2,total,0.219833342,0.093156478,2.359828829,0.018283369,0.03725,0.402416683
APPALACHIANS,L_VertDD_use,L_DpthMx_mod,total,0.144044615,0.062943003,2.28849289,0.022108834,0.020678596,0.267410634
APPALACHIANS,L_VertDD_use,L_SLD,total,0.054082225,0.099055958,0.545976495,0.585082094,-0.140063886,0.248228336
APPALACHIANS,L_VertDD_use,bffFlat_grad,total,1.44E-05,0.000412543,0.034917771,0.97214531,-0.000794164,0.000822974
APPALACHIANS,L_VertDD_use,L_EI,total,-0.003274326,0.068712375,-0.047652632,0.961993085,-0.137948106,0.131399455
APPALACHIANS,L_VertDD_use,L_inflow,total,-0.076932321,0.061528064,-1.250361469,0.211167533,-0.19752511,0.043660469
APPALACHIANS,L_VertDD_use,BFIWs,total,0.054060708,0.064398206,0.839475373,0.401202603,-0.072157456,0.180278871
APPALACHIANS,L_VertDD_use,Temp_degC_avg_yr,total,0.16388418,0.089098451,1.839360601,0.065862165,-0.010745575,0.338513935
APPALACHIANS,L_VertDD_use,Precip_mm_total_yr_sc,total,-0.358610429,0.053001122,-6.766091249,1.32E-11,-0.46249072,-0.254730139
APPALACHIANS,L_VertDD_use,PHDI,total,0.135932254,0.080692157,1.68457827,0.092069967,-0.022221467,0.294085975
APPALACHIANS,L_VertDD_use,HydrAP,total,0.08022488,0.064943138,1.235309569,0.216715314,-0.047061332,0.207511092
APPALACHIANS,L_EI,L_LkAreakm2,total,0.010979921,0.068004618,0.161458467,0.871732321,-0.122306682,0.144266524
APPALACHIANS,L_EI,L_DpthMx_mod,total,-0.2879149,0.075947787,-3.790958381,0.000150067,-0.436769827,-0.139059973
APPALACHIANS,L_EI,bffFlat_grad,total,-0.004399403,0.071902593,-0.061185599,0.951211399,-0.145325896,0.13652709
APPALACHIANS,L_EI,L_inflow,total,-0.387118282,0.05673629,-6.82311583,8.91E-12,-0.498319368,-0.275917196
APPALACHIANS,L_EI,BFIWs,total,-0.150702129,0.061982046,-2.431383599,0.01504128,-0.272184706,-0.029219552
APPALACHIANS,L_EI,Temp_degC_avg_yr,total,0.236612563,0.086900157,2.722809372,0.00647294,0.066291384,0.406933741
APPALACHIANS,L_EI,Precip_mm_total_yr_sc,total,0.054076329,0.067516281,0.800937608,0.423167767,-0.078253151,0.186405808
APPALACHIANS,L_EI,PHDI,total,-0.059470471,0.081269235,-0.731771023,0.464308338,-0.218755245,0.099814302
APPALACHIANS,L_EI,HydrAP,total,-0.185743412,0.072574541,-2.559346696,0.01048691,-0.327986899,-0.043499925
COASTAL PLAINS,L_HorizDD_use,L_VertDD_use,direct,0.685414583,0.081404528,8.419858261,0,0.525864641,0.844964525
COASTAL PLAINS,L_HorizDD_use,L_DpthMx_mod,direct,-0.041300698,0.057785343,-0.714726188,0.474778252,-0.154557889,0.071956493
COASTAL PLAINS,L_HorizDD_use,L_LkAreakm2,direct,0.198377995,0.121738443,1.62954273,0.103198177,-0.040224969,0.436980959
COASTAL PLAINS,L_HorizDD_use,L_SLD,direct,-0.221760103,0.077002233,-2.879917805,0.003977789,-0.372681707,-0.070838499
COASTAL PLAINS,L_HorizDD_use,bffFlat_grad,direct,0.082649934,0.04848441,1.704670309,0.08825593,-0.012377763,0.177677631
COASTAL PLAINS,L_HorizDD_use,Temp_degC_avg_yr,direct,-0.014632231,0.06099974,-0.239873668,0.810428195,-0.134189525,0.104925063
COASTAL PLAINS,L_HorizDD_use,Precip_mm_total_yr_sc,direct,-0.022341668,0.046706941,-0.478337216,0.632410212,-0.113885591,0.069202254
COASTAL PLAINS,L_HorizDD_use,PHDI,direct,-0.169963616,0.046578007,-3.649010053,0.000263253,-0.261254833,-0.0786724
COASTAL PLAINS,L_HorizDD_use,HydrAP,direct,-0.046815766,0.058981267,-0.793739575,0.427347056,-0.162416925,0.068785393
COASTAL PLAINS,L_VertDD_use,L_LkAreakm2,direct,0.092409531,0.134951905,0.684758998,0.493496013,-0.172091342,0.356910404
COASTAL PLAINS,L_VertDD_use,L_DpthMx_mod,direct,0.199314866,0.103391623,1.927766102,0.053884226,-0.003328991,0.401958723
COASTAL PLAINS,L_VertDD_use,L_SLD,direct,0.092297361,0.127439779,0.724242947,0.468916596,-0.157480016,0.342074737
COASTAL PLAINS,L_VertDD_use,L_EI,direct,-0.062098066,0.114712669,-0.541335727,0.588276199,-0.286930766,0.162734634
COASTAL PLAINS,L_VertDD_use,L_inflow,direct,0.031897149,0.121143384,0.263300794,0.792318748,-0.20553952,0.269333818
COASTAL PLAINS,L_VertDD_use,BFIWs,direct,0.080780619,0.132246502,0.610833693,0.541309685,-0.178417762,0.339979001
COASTAL PLAINS,L_VertDD_use,Temp_degC_avg_yr,direct,0.215166733,0.13157569,1.635307651,0.101984571,-0.042716881,0.473050347
COASTAL PLAINS,L_VertDD_use,Precip_mm_total_yr_sc,direct,-0.166337217,0.112530732,-1.478149252,0.139367834,-0.386893397,0.054218964
COASTAL PLAINS,L_VertDD_use,PHDI,direct,0.014417544,0.111227773,0.129621803,0.896865653,-0.203584885,0.232419974
COASTAL PLAINS,L_VertDD_use,HydrAP,direct,-0.186680446,0.114065208,-1.636611631,0.101711644,-0.410244144,0.036883253
COASTAL PLAINS,L_EI,L_LkAreakm2,direct,0.111862754,0.057197246,1.955736729,0.050496176,-0.000241787,0.223967295
COASTAL PLAINS,L_EI,L_DpthMx_mod,direct,-0.039729057,0.065018814,-0.611039404,0.541173494,-0.167163591,0.087705476
COASTAL PLAINS,L_EI,bffFlat_grad,direct,0.02008874,0.070843826,0.283563731,0.776744735,-0.118762608,0.158940087
COASTAL PLAINS,L_EI,L_inflow,direct,-0.337926758,0.075371159,-4.48350222,7.34E-06,-0.485651515,-0.190202001
COASTAL PLAINS,L_EI,BFIWs,direct,-0.298475106,0.063771334,-4.680396147,2.86E-06,-0.423464624,-0.173485588
COASTAL PLAINS,L_EI,Temp_degC_avg_yr,direct,-0.025722615,0.098082838,-0.262253988,0.793125633,-0.217961446,0.166516215
COASTAL PLAINS,L_EI,Precip_mm_total_yr_sc,direct,0.025416828,0.083327591,0.305022951,0.760348672,-0.13790225,0.188735905
COASTAL PLAINS,L_EI,PHDI,direct,-0.20333115,0.069912315,-2.90837386,0.003633137,-0.34035677,-0.06630553
COASTAL PLAINS,L_EI,HydrAP,direct,-0.385153487,0.078942129,-4.878934632,1.07E-06,-0.539877216,-0.230429757
COASTAL PLAINS,L_HorizDD_use,L_LkAreakm2,indirect,0.058577635,0.092173662,0.635513806,0.525093365,-0.122079423,0.239234692
COASTAL PLAINS,L_HorizDD_use,L_DpthMx_mod,indirect,0.138304301,0.073592451,1.879327286,0.060199818,-0.005934252,0.282542853
COASTAL PLAINS,L_HorizDD_use,L_SLD,indirect,0.063261957,0.087774656,0.72073147,0.471074746,-0.108773208,0.235297123
COASTAL PLAINS,L_HorizDD_use,bffFlat_grad,indirect,-0.000855035,0.003645866,-0.234521872,0.814579855,-0.008000802,0.006290731
COASTAL PLAINS,L_HorizDD_use,L_EI,indirect,-0.04256292,0.079226544,-0.53723055,0.591108371,-0.197844094,0.112718254
COASTAL PLAINS,L_HorizDD_use,L_inflow,indirect,0.036245921,0.075088111,0.482711849,0.629300349,-0.110924072,0.183415914
COASTAL PLAINS,L_HorizDD_use,BFIWs,indirect,0.068072187,0.084613764,0.804504887,0.421105448,-0.097767743,0.233912117
COASTAL PLAINS,L_HorizDD_use,Temp_degC_avg_yr,indirect,0.148573246,0.092215748,1.611148307,0.107147402,-0.032166299,0.329312791
COASTAL PLAINS,L_HorizDD_use,Precip_mm_total_yr_sc,indirect,-0.115091768,0.076282792,-1.508751395,0.131362326,-0.264603293,0.034419756
COASTAL PLAINS,L_HorizDD_use,PHDI,indirect,0.018536363,0.078400211,0.236432563,0.813097031,-0.135125226,0.172197952
COASTAL PLAINS,L_HorizDD_use,HydrAP,indirect,-0.111560243,0.082698785,-1.34899495,0.177338588,-0.273646882,0.050526397
COASTAL PLAINS,L_VertDD_use,L_LkAreakm2,indirect,-0.006946461,0.012941024,-0.536778288,0.591420771,-0.032310402,0.01841748
COASTAL PLAINS,L_VertDD_use,L_DpthMx_mod,indirect,0.002467098,0.006608872,0.373300836,0.708924554,-0.010486054,0.01542025
COASTAL PLAINS,L_VertDD_use,bffFlat_grad,indirect,-0.001247472,0.005307709,-0.235030193,0.814185299,-0.01165039,0.009155447
COASTAL PLAINS,L_VertDD_use,L_inflow,indirect,0.020984598,0.039193648,0.535408145,0.592367659,-0.05583354,0.097802736
COASTAL PLAINS,L_VertDD_use,BFIWs,indirect,0.018534727,0.034313269,0.540162077,0.589085263,-0.048718045,0.085787499
COASTAL PLAINS,L_VertDD_use,Temp_degC_avg_yr,indirect,0.001597325,0.006289572,0.253963972,0.799523392,-0.01073001,0.013924659
COASTAL PLAINS,L_VertDD_use,Precip_mm_total_yr_sc,indirect,-0.001578336,0.006205619,-0.254339793,0.79923306,-0.013741126,0.010584454
COASTAL PLAINS,L_VertDD_use,PHDI,indirect,0.012626471,0.023478578,0.537786871,0.590724197,-0.033390697,0.058643639
COASTAL PLAINS,L_VertDD_use,HydrAP,indirect,0.023917287,0.042904764,0.557450608,0.577219597,-0.060174505,0.108009079
COASTAL PLAINS,L_HorizDD_use,L_LkAreakm2,total,0.256955629,0.144978548,1.77237,0.076333158,-0.027197103,0.541108362
COASTAL PLAINS,L_HorizDD_use,L_DpthMx_mod,total,0.097003603,0.101077373,0.959696512,0.337207979,-0.101104409,0.295111614
COASTAL PLAINS,L_HorizDD_use,L_SLD,total,-0.158498145,0.113697762,-1.394030475,0.163308402,-0.381341664,0.064345374
COASTAL PLAINS,L_HorizDD_use,bffFlat_grad,total,0.081794898,0.048718069,1.678943765,0.093163004,-0.013690762,0.177280559
COASTAL PLAINS,L_HorizDD_use,L_VertDD_use,total,0.685414583,0.081404528,8.419858261,0,0.525864641,0.844964525
COASTAL PLAINS,L_HorizDD_use,L_EI,total,-0.04256292,0.079226544,-0.53723055,0.591108371,-0.197844094,0.112718254
COASTAL PLAINS,L_HorizDD_use,L_inflow,total,0.036245921,0.075088111,0.482711849,0.629300349,-0.110924072,0.183415914
COASTAL PLAINS,L_HorizDD_use,BFIWs,total,0.068072187,0.084613764,0.804504887,0.421105448,-0.097767743,0.233912117
COASTAL PLAINS,L_HorizDD_use,Temp_degC_avg_yr,total,0.133941015,0.103141244,1.298617405,0.194075262,-0.068212109,0.336094139
COASTAL PLAINS,L_HorizDD_use,Precip_mm_total_yr_sc,total,-0.137433437,0.100971477,-1.361111483,0.173478461,-0.335333895,0.060467022
COASTAL PLAINS,L_HorizDD_use,PHDI,total,-0.151427254,0.093583903,-1.618090813,0.105643028,-0.334848333,0.031993826
COASTAL PLAINS,L_HorizDD_use,HydrAP,total,-0.158376009,0.093542757,-1.693086819,0.090438943,-0.341716443,0.024964426
COASTAL PLAINS,L_VertDD_use,L_LkAreakm2,total,0.08546307,0.13450729,0.635378724,0.525181441,-0.178166374,0.349092515
COASTAL PLAINS,L_VertDD_use,L_DpthMx_mod,total,0.201781964,0.102944605,1.960102372,0.049983826,1.42E-05,0.403549681
COASTAL PLAINS,L_VertDD_use,L_SLD,total,0.092297361,0.127439779,0.724242947,0.468916596,-0.157480016,0.342074737
COASTAL PLAINS,L_VertDD_use,bffFlat_grad,total,-0.001247472,0.005307709,-0.235030193,0.814185299,-0.01165039,0.009155447
COASTAL PLAINS,L_VertDD_use,L_EI,total,-0.062098066,0.114712669,-0.541335727,0.588276199,-0.286930766,0.162734634
COASTAL PLAINS,L_VertDD_use,L_inflow,total,0.052881747,0.109607013,0.48246682,0.629474363,-0.161944052,0.267707546
COASTAL PLAINS,L_VertDD_use,BFIWs,total,0.099315346,0.12226764,0.812278266,0.416631979,-0.140324824,0.338955516
COASTAL PLAINS,L_VertDD_use,Temp_degC_avg_yr,total,0.216764058,0.131391448,1.649757733,0.098992497,-0.040758449,0.474286564
COASTAL PLAINS,L_VertDD_use,Precip_mm_total_yr_sc,total,-0.167915552,0.111609673,-1.504489245,0.132455441,-0.386666491,0.050835387
COASTAL PLAINS,L_VertDD_use,PHDI,total,0.027044016,0.114315786,0.236572889,0.812988155,-0.197010807,0.251098839
COASTAL PLAINS,L_VertDD_use,HydrAP,total,-0.162763159,0.119873463,-1.357791416,0.17452988,-0.397710829,0.072184511
COASTAL PLAINS,L_EI,L_LkAreakm2,total,0.111862754,0.057197246,1.955736729,0.050496176,-0.000241787,0.223967295
COASTAL PLAINS,L_EI,L_DpthMx_mod,total,-0.039729057,0.065018814,-0.611039404,0.541173494,-0.167163591,0.087705476
COASTAL PLAINS,L_EI,bffFlat_grad,total,0.02008874,0.070843826,0.283563731,0.776744735,-0.118762608,0.158940087
COASTAL PLAINS,L_EI,L_inflow,total,-0.337926758,0.075371159,-4.48350222,7.34E-06,-0.485651515,-0.190202001
COASTAL PLAINS,L_EI,BFIWs,total,-0.298475106,0.063771334,-4.680396147,2.86E-06,-0.423464624,-0.173485588
COASTAL PLAINS,L_EI,Temp_degC_avg_yr,total,-0.025722615,0.098082838,-0.262253988,0.793125633,-0.217961446,0.166516215
COASTAL PLAINS,L_EI,Precip_mm_total_yr_sc,total,0.025416828,0.083327591,0.305022951,0.760348672,-0.13790225,0.188735905
COASTAL PLAINS,L_EI,PHDI,total,-0.20333115,0.069912315,-2.90837386,0.003633137,-0.34035677,-0.06630553
COASTAL PLAINS,L_EI,HydrAP,total,-0.385153487,0.078942129,-4.878934632,1.07E-06,-0.539877216,-0.230429757
GREAT PLAINS,L_HorizDD_use,L_VertDD_use,direct,0.754289252,0.03197905,23.58698154,0,0.691611466,0.816967037
GREAT PLAINS,L_HorizDD_use,L_DpthMx_mod,direct,-0.097362483,0.042785467,-2.275597085,0.022870136,-0.181220457,-0.013504509
GREAT PLAINS,L_HorizDD_use,L_LkAreakm2,direct,0.082310928,0.053255454,1.545586835,0.122204383,-0.022067843,0.1866897
GREAT PLAINS,L_HorizDD_use,L_SLD,direct,-0.048436534,0.057286283,-0.845517132,0.397822171,-0.160715586,0.063842518
GREAT PLAINS,L_HorizDD_use,bffFlat_grad,direct,0.085185922,0.033427308,2.548393138,0.010822044,0.019669602,0.150702241
GREAT PLAINS,L_HorizDD_use,Temp_degC_avg_yr,direct,0.124737396,0.085694788,1.45560074,0.145503023,-0.043221301,0.292696094
GREAT PLAINS,L_HorizDD_use,Precip_mm_total_yr_sc,direct,-0.23109007,0.064243492,-3.597096958,0.000321789,-0.357005001,-0.105175139
GREAT PLAINS,L_HorizDD_use,PHDI,direct,-0.10311631,0.044330459,-2.326082633,0.020014143,-0.190002412,-0.016230208
GREAT PLAINS,L_HorizDD_use,HydrAP,direct,-0.016136337,0.053653993,-0.300748122,0.763606571,-0.12129623,0.089023555
GREAT PLAINS,L_VertDD_use,L_LkAreakm2,direct,0.101495149,0.094233718,1.077057673,0.281454501,-0.083199544,0.286189842
GREAT PLAINS,L_VertDD_use,L_DpthMx_mod,direct,0.002975347,0.083188206,0.035766451,0.971468585,-0.160070541,0.166021234
GREAT PLAINS,L_VertDD_use,L_SLD,direct,0.020223646,0.103107433,0.196141496,0.844499418,-0.181863209,0.222310501
GREAT PLAINS,L_VertDD_use,L_EI,direct,0.125028846,0.074657777,1.674692869,0.093994507,-0.021297707,0.2713554
GREAT PLAINS,L_VertDD_use,L_inflow,direct,0.150009411,0.091653729,1.6366973,0.101693733,-0.029628597,0.329647419
GREAT PLAINS,L_VertDD_use,BFIWs,direct,-0.007192527,0.083107387,-0.086544982,0.931033199,-0.170080012,0.155694958
GREAT PLAINS,L_VertDD_use,Temp_degC_avg_yr,direct,-0.145126211,0.120187324,-1.20750015,0.227239587,-0.380689038,0.090436615
GREAT PLAINS,L_VertDD_use,Precip_mm_total_yr_sc,direct,0.023218523,0.134550346,0.17256383,0.862994285,-0.240495309,0.286932355
GREAT PLAINS,L_VertDD_use,PHDI,direct,-0.258735552,0.0691826,-3.739893464,0.000184098,-0.394330956,-0.123140149
GREAT PLAINS,L_VertDD_use,HydrAP,direct,0.046291932,0.090548917,0.51123673,0.609185302,-0.131180683,0.223764548
GREAT PLAINS,L_EI,L_LkAreakm2,direct,0.153915396,0.066013679,2.331568218,0.019723417,0.024530963,0.283299829
GREAT PLAINS,L_EI,L_DpthMx_mod,direct,-0.294332475,0.058804537,-5.00526812,5.58E-07,-0.40958725,-0.1790777
GREAT PLAINS,L_EI,bffFlat_grad,direct,0.067723928,0.057411361,1.179625886,0.238149043,-0.044800272,0.180248128
GREAT PLAINS,L_EI,L_inflow,direct,-0.09069046,0.07958534,-1.13953726,0.254479137,-0.246674861,0.06529394
GREAT PLAINS,L_EI,BFIWs,direct,-0.194644392,0.065441953,-2.974305955,0.002936521,-0.322908264,-0.06638052
GREAT PLAINS,L_EI,Temp_degC_avg_yr,direct,0.04423225,0.162388436,0.272385469,0.785325645,-0.274043235,0.362507736
GREAT PLAINS,L_EI,Precip_mm_total_yr_sc,direct,-0.283396782,0.167455006,-1.692375694,0.090574364,-0.611602563,0.044808999
GREAT PLAINS,L_EI,PHDI,direct,-0.065463839,0.062148393,-1.053347247,0.292181872,-0.187272451,0.056344773
GREAT PLAINS,L_EI,HydrAP,direct,-0.285528419,0.082643004,-3.454961764,0.000550371,-0.44750573,-0.123551107
GREAT PLAINS,L_HorizDD_use,L_LkAreakm2,indirect,0.09107214,0.070973677,1.283181934,0.199428344,-0.048033711,0.23017799
GREAT PLAINS,L_HorizDD_use,L_DpthMx_mod,indirect,-0.02551361,0.06054974,-0.421366136,0.673487743,-0.144188919,0.0931617
GREAT PLAINS,L_HorizDD_use,L_SLD,indirect,0.015254479,0.077758467,0.196177722,0.844471065,-0.137149317,0.167658274
GREAT PLAINS,L_HorizDD_use,bffFlat_grad,indirect,0.006386902,0.007110917,0.898182715,0.369088147,-0.007550238,0.020324043
GREAT PLAINS,L_HorizDD_use,L_EI,indirect,0.094307915,0.056234426,1.677049489,0.093532805,-0.015909534,0.204525364
GREAT PLAINS,L_HorizDD_use,L_inflow,indirect,0.104597658,0.068761259,1.521171369,0.128216838,-0.030171933,0.239367249
GREAT PLAINS,L_HorizDD_use,BFIWs,indirect,-0.023781753,0.062053449,-0.383246269,0.701537174,-0.145404278,0.097840772
GREAT PLAINS,L_HorizDD_use,Temp_degC_avg_yr,indirect,-0.10529569,0.094857677,-1.110038674,0.266982361,-0.291213321,0.080621941
GREAT PLAINS,L_HorizDD_use,Precip_mm_total_yr_sc,indirect,-0.009213077,0.104933542,-0.087799164,0.930036302,-0.214879041,0.196452886
GREAT PLAINS,L_HorizDD_use,PHDI,indirect,-0.201335204,0.052622073,-3.826059905,0.000130211,-0.304472572,-0.098197836
GREAT PLAINS,L_HorizDD_use,HydrAP,indirect,0.007989917,0.066944767,0.119350881,0.904997374,-0.123219416,0.13919925
GREAT PLAINS,L_VertDD_use,L_LkAreakm2,indirect,0.019243864,0.01433019,1.342889687,0.179307696,-0.008842792,0.047330521
GREAT PLAINS,L_VertDD_use,L_DpthMx_mod,indirect,-0.03680005,0.021904524,-1.680020515,0.092953324,-0.079732128,0.006132028
GREAT PLAINS,L_VertDD_use,bffFlat_grad,indirect,0.008467445,0.009426711,0.898239527,0.369057865,-0.01000857,0.026943459
GREAT PLAINS,L_VertDD_use,L_inflow,indirect,-0.011338924,0.011903554,-0.952566229,0.340809895,-0.034669461,0.011991614
GREAT PLAINS,L_VertDD_use,BFIWs,indirect,-0.024336164,0.017111488,-1.422212032,0.154964707,-0.057874064,0.009201736
