SITE_ID,VISIT_NO,DATE_COL,AMFCALL,AMFCEMERGENT,AMFCFLOATING,AMFCSUBMERGENT,BFFFLAT,BFFGRADUAL,BFFSTEEP,BFFVERTICAL,BFOANGLE,BFXHORIZDIST,BFXHORIZDIST_DD,BFXVERTHEIGHT,BFXVERTHEIGHT_DD,BSFCBEDROCK,BSFCBOULDERS,BSFCCOBBLE,BSFCGRAVEL,BSFCORGANIC,BSFCSAND,BSFCSILT,BSFCWOOD,BSISITEVARIETY,BSISTAVARIETY,BSVLDIA,BSXLDIA,FCFCAQUATIC,FCFCAQUATIC_DD,FCFCAQUATIC_LIT,FCFCAQUATIC_SIM,FCFCBOULDERS,FCFCBOULDERS_DD,FCFCBOULDERS_LIT,FCFCBOULDERS_SIM,FCFCBRUSH,FCFCBRUSH_DD,FCFCBRUSH_LIT,FCFCBRUSH_SIM,FCFCLEDGES,FCFCLEDGES_DD,FCFCLEDGES_LIT,FCFCLEDGES_SIM,FCFCLIVETREES,FCFCLIVETREES_DD,FCFCLIVETREES_LIT,FCFCLIVETREES_SIM,FCFCOVERHANG,FCFCOVERHANG_DD,FCFCOVERHANG_LIT,FCFCOVERHANG_SIM,FCFCSNAG,FCFCSNAGS_DD,FCFCSNAGS_LIT,FCFCSNAGS_SIM,FCFCSTRUCTURES,FCFCSTRUCTURES_DD,FCFCSTRUCTURES_LIT,FCFCSTRUCTURES_SIM,FCFPALL,FCFPALL_DD,FCFPALL_LIT,FCFPALL_SIM,HIFPANY_SYN,HIFPANYCIRCA_SYN,HIIAG_SYN,HIIAGCIRCA_SYN,HIIALL_SYN,HIIALLCIRCA_SYN,HIINONAG_SYN,HIINONAGCIRCA_SYN,HIPWAG_SYN,HIPWALL_SYN,HIPWBUILDINGS_SYN,HIPWCOMMERCIAL_SYN,HIPWCROPS_SYN,HIPWDOCKS_SYN,HIPWLANDFILL_SYN,HIPWLAWN_SYN,HIPWNONAG_SYN,HIPWORCHARD_SYN,HIPWOTHER_SYN,HIPWPARK_SYN,HIPWPASTURE_SYN,HIPWPOWERLINES_SYN,HIPWROADS_SYN,HIPWWALLS_SYN,HORIZDD,VERTDD,LitCvrQc3OE,LitRipCvrQc3OE,RDis_IX,RVegQc3OE,RVFCCANBIG,RVFCCANBIG_DD,RVFCCANBIG_RIP,RVFCCANBIG_SYN,RVFCCANSMALL,RVFCCANSMALL_DD,RVFCCANSMALL_RIP,RVFCCANSMALL_SYN,RVFCGNDBARE,RVFCGNDBARE_DD,RVFCGNDBARE_RIP,RVFCGNDBARE_SYN,RVFCGNDINUNDATED,RVFCGNDINUNDATED_DD,RVFCGNDINUNDATED_RIP,RVFCGNDINUNDATED_SYN,RVFCGNDNONW,RVFCGNDNONW_DD,RVFCGNDNONW_RIP,RVFCGNDNONW_SYN,RVFCGNDWOODY,RVFCGNDWOODY_DD,RVFCGNDWOODY_RIP,RVFCGNDWOODY_SYN,RVFCUNDNONW,RVFCUNDNONW_DD,RVFCUNDNONW_RIP,RVFCUNDNONW_SYN,RVFCUNDWOODY,RVFCUNDWOODY_DD,RVFCUNDWOODY_RIP,RVFCUNDWOODY_SYN,RVICANOPY,RVICANOPY_DD,RVICANOPY_RIP,RVICANOPY_SYN,RVICANUND,RVICANUND_DD,RVICANUND_RIP,RVICANUND_SYN,RVIGROUND,RVIGROUND_DD,RVIGROUND_RIP,RVIGROUND_SYN,RVIHERBS,RVIHERBS_DD,RVIHERBS_RIP,RVIHERBS_SYN,RVITALLWOOD,RVITALLWOOD_DD,RVITALLWOOD_RIP,RVITALLWOOD_SYN,RVITOTALVEG,RVITOTALVEG_DD,RVITOTALVEG_RIP,RVITOTALVEG_SYN,RVIUNDERSTORY,RVIUNDERSTORY_DD,RVIUNDERSTORY_RIP,RVIUNDERSTORY_SYN,RVIWOODY,RVIWOODY_DD,RVIWOODY_RIP,RVIWOODY_SYN,SIVDEPTH,SIXDEPTH,SSFCBEDROCK,SSFCBOULDERS,SSFCCOBBLE,SSFCGRAVEL,SSFCORGANIC,SSFCOTHER,SSFCSAND,SSFCSILT,SSFCWOOD,SSISITEVARIETY,SSISTAVARIETY,SSVLDIA,SSXLDIA
NLA12_ND-162,1,6/13/2012,0.3225,0.275,0,0.105,0.2,0.4,0.4,0,"GRADUAL, STEEP",NA,0,NA,0,0,NA,0,0,0.216666667,0,0.783333333,0,2,1.9,0,-0.422184875,NA,0,0.3475,0.3475,NA,0,0,0,NA,0,0,0,NA,0,0.005,0.005,NA,0,0,0,NA,0,0.005,0.005,NA,0,0,0,NA,0,0,0,NA,0,1,1,1,0.8,0.75,0.4,1.35,0.8,0.6,0.4,0.25,0.103846154,0,0.1,0.25,0,0,0,0.06,0,0,0,0.5,0,0.5,0,0,0,0.760189082,0.263561845,0.806542056,0.065996349,NA,0,0,0,NA,0,0,0,NA,0,0.016666667,0.016666667,NA,0,0,0,NA,0,0.95,0.95,NA,0,0.033333333,0.033333333,NA,0,0.08,0.08,NA,0,0.005,0.005,NA,0,0,0,NA,0,0.085,0.085,NA,0,0.2725,0.2725,NA,0,0.3425,0.3425,NA,0,0.005,0.005,NA,0,0.3575,0.3575,NA,0,0.085,0.085,NA,0,0.015,0.015,0.120185043,1.077777778,0,0,0,0,0.093506494,0.443722944,0,0.462770563,0,2,2.8,0,-0.351820729
NLA12_KS-R07,1,6/14/2012,0.2375,0.0875,0.03,0.2625,0.1,0.4,0.5,0,STEEP,NA,0,NA,0,0,NA,0.371539353,0.285991735,0.019216092,0.009572072,0.283653846,0.030026903,6,2.9,0.362474279,0.096027871,NA,0,0.2575,0.2575,NA,0,0.1,0.1,NA,0,0.045,0.045,NA,0,0.08,0.08,NA,0,0.02,0.02,NA,0,0.07,0.07,NA,0,0.005,0.005,NA,0,0.005,0.005,NA,0,1,1,0.5,0.5,0.2,0.2,1.65,1.6,1.45,1.4,0.066666667,0.061983471,0,0,0,0,0.1,0.1,0.06043956,0,1,0.1,0.2,0.05,0.1,0,0,0,0.935164916,1.358133723,0.605072464,1.675319737,NA,0,0.1775,0.1775,NA,0,0.14,0.14,NA,0,0.06025974,0.06025974,NA,0,0,0,NA,0,0.394147186,0.394147186,NA,0,0.545593074,0.545593074,NA,0,0.2275,0.2275,NA,0,0.4275,0.4275,NA,0,0.3325,0.3325,NA,0,1.0025,1.0025,NA,0,0.57,0.57,NA,0,0.4775,0.4775,NA,0,0.7675,0.7675,NA,0,1.5725,1.5725,NA,0,0.67,0.67,NA,0,1.095,1.095,1.064007101,2.09,0,0.083167625,0.332927037,0.188648509,0.024275694,0.179380004,0.003225806,0.156207948,0.032167376,7,4.7,0.315957286,0.116805745
NLA12_GA-107,1,6/13/2012,0.19,0.045,0.035,0.065,0,0.5,0.5,0,"GRADUAL, STEEP",NA,0.52,NA,0.3,0,NA,0,0.057010329,0.062440193,0.788725529,0.057010329,0.03481362,5,4.6,0.001126926,-0.093838247,NA,0.13,0.1575,0.15505,NA,0,0,0,NA,0.045,0.05,0.0498,NA,0,0,0,NA,0,0,0,NA,0.085,0.025,0.02745,NA,0.005,0,2e-4,NA,0.03,0.03,0.03,NA,1,1,1,1,0.4,0,0,2.051333333,0.4,2.051333333,0.4,0,0.157794872,0.098666667,0,0,0.2,0,0.979,0.205133333,0,0.197333333,0,0,0.189333333,0.289666667,0.097333333,0.52,0.3,0.376456051,0.329123739,0.536137208,0.274916286,NA,0,0.03,0.029233333,NA,0.015,0.03,0.0295,NA,0.142147667,0.167147667,0.166003786,NA,0.115740741,0.039047619,0.041055996,NA,0.627068302,0.597306397,0.59850626,NA,0.11504329,0.196498316,0.194433958,NA,0.14,0.165,0.163266667,NA,0.035,0.06,0.0588,NA,0.015,0.06,0.058733333,NA,0.19,0.285,0.2808,NA,0.2775,0.3575,0.352783333,NA,0.3625,0.42,0.416,NA,0.05,0.12,0.117533333,NA,0.4425,0.6325,0.623116667,NA,0.175,0.225,0.222066667,NA,0.08,0.2125,0.207116667,0.7731609,1.1,0,0,0,0.03990705,0.061485395,0.109609276,0.698373369,0.05071786,0.03990705,5,5.9,0.014743973,-0.082564022
NLA12_TX-121,1,6/13/2012,0.505,0.37,0.02,0.3175,0.444444444,0.444444444,0,0.111111111,"FLAT, GRADUAL",NA,0,NA,0,0,NA,0.029411765,0.051633987,0.059575415,0.576362167,0.204207571,0.078809095,6,3.8,0.132430899,-0.140327159,NA,0,0.4275,0.4275,NA,0,0.0875,0.0875,NA,0,0.055555556,0.055555556,NA,0,0,0,NA,0,0,0,NA,0,0.05,0.05,NA,0,0.005,0.005,NA,0,0,0,NA,0,1,1,0.3,0.2,0,0,0.75,0.6,0.75,0.6,0,0.057692308,0.05,0,0,0,0.2,0.1,0.075,0,0.05,0.15,0,0,0.1,0.1,0,0,0.949338064,0.950850086,0.314285714,0.894188736,NA,0,0.195,0.195,NA,0,0.11,0.11,NA,0,0.081360931,0.081360931,NA,0,0.127777778,0.127777778,NA,0,0.547923442,0.547923442,NA,0,0.242937849,0.242937849,NA,0,0.33,0.33,NA,0,0.2875,0.2875,NA,0,0.32,0.32,NA,0,0.9375,0.9375,NA,0,1.015,1.015,NA,0,0.905,0.905,NA,0,0.6075,0.6075,NA,0,1.7775,1.7775,NA,0,0.6175,0.6175,NA,0,0.8725,0.8725,0.577350269,1.1,0,0.002702703,0.031081081,0.05469192,0.060874577,0.324800684,0.348137774,0.081528551,0.102270167,7,4.5,0.118056052,-0.070715017
NLA12_VA-114,1,6/14/2012,0.2025,0.145,0.02,0.09,0,0.9,0.1,0,GRADUAL,NA,0,NA,0,0,NA,0.008333333,0.022503308,0.275334798,0.167361132,0.426691189,0.09977624,6,4.2,0.136952563,-0.289720812,NA,0,0.2225,0.2225,NA,0,0,0,NA,0,0.06,0.06,NA,0,0.045,0.045,NA,0,0,0,NA,0,0.05,0.05,NA,0,0.05,0.05,NA,0,0,0,NA,0,1,1,0.3,0.2,0,0,0.472222222,0.422222222,0.472222222,0.422222222,0,0.034883721,0,0,0,0.25,0,0,0.045454545,0,0,0,0,0,0,0.222222222,0,0,1.052283884,0.709995459,0.260377359,0.512736054,NA,0,0.08,0.08,NA,0,0.2,0.2,NA,0,0.517513104,0.517513104,NA,0,0.020039552,0.020039552,NA,0,0.319604355,0.319604355,NA,0,0.142842989,0.142842989,NA,0,0.13,0.13,NA,0,0.2425,0.2425,NA,0,0.28,0.28,NA,0,0.6525,0.6525,NA,0,0.465,0.465,NA,0,0.445,0.445,NA,0,0.5225,0.5225,NA,0,1.0975,1.0975,NA,0,0.3725,0.3725,NA,0,0.6525,0.6525,0.663408706,1.47,0,0,0.023809524,0.028253968,0.128725968,0.596770382,0.10087044,0.077929349,0.043640368,6,4.1,0.147146209,-0.131476475
NLA12_WV-106,1,6/13/2012,0.1175,0.04,0,0.1175,0.375,0.125,0.25,0.25,FLAT,NA,0,NA,0,0.048368298,NA,0.135021122,0.237017426,0,0.247123896,0.266433757,0.066035502,6,4.5,0.256450821,0.016272776,NA,0,0.08,0.08,NA,0,0.15,0.15,NA,0,0.075,0.075,NA,0,0.195,0.195,NA,0,0,0,NA,0,0.0825,0.0825,NA,0,0,0,NA,0,0,0,NA,0,1,1,0.4,0.2,0.15,0.1,0.511111111,0.311111111,0.361111111,0.211111111,0.05,0.03875969,0,0,0,0.05,0,0.1,0.035353535,0,0.111111111,0.05,0.15,0,0.05,0,0,0,0.763702315,0.851017913,0.363157895,0.836667995,NA,0,0.09,0.09,NA,0,0.1575,0.1575,NA,0,0.107252489,0.107252489,NA,0,0.031439093,0.031439093,NA,0,0.477279202,0.477279202,NA,0,0.384029216,0.384029216,NA,0,0.245,0.245,NA,0,0.3925,0.3925,NA,0,0.2475,0.2475,NA,0,0.885,0.885,NA,0,0.8575,0.8575,NA,0,0.7,0.7,NA,0,0.64,0.64,NA,0,1.7125,1.7125,NA,0,0.6375,0.6375,NA,0,1.0125,1.0125,2.37273869,3.89,0.079448622,0.061904762,0.041090774,0.079336388,0.067664624,0.252991943,0.16141537,0.188489839,0.067657678,8,5.9,0.246083423,-0.01189605
NLA12_ND-178,1,6/14/2012,0.295833333,0.183333333,0,0.185416667,0.333333333,0.583333333,0.083333333,0,GRADUAL,NA,0,NA,0,0,NA,0.033333333,0.03287037,0.18266692,0.086534163,0.570286879,0.094308334,6,3.833333333,0.154162517,-0.313109331,NA,0,0.329166667,0.329166667,NA,0,0.008333333,0.008333333,NA,0,0.075,0.075,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,1,1,0.333333333,0.083333333,0,0,0.416666667,0.083333333,0.416666667,0.083333333,0,0.032051282,0.041666667,0,0,0.041666667,0,0.083333333,0.041666667,0,0,0.041666667,0,0.041666667,0.166666667,0,0,0,0.713260538,1.074994239,0.18872549,1.456223783,NA,0,0.041666667,0.041666667,NA,0,0.289583333,0.289583333,NA,0,0,0,NA,0,0,0,NA,0,0.416666667,0.416666667,NA,0,0.583333333,0.583333333,NA,0,0.091666667,0.091666667,NA,0,0.2625,0.2625,NA,0,0.33125,0.33125,NA,0,0.685416667,0.685416667,NA,0,0.335416667,0.335416667,NA,0,0.235416667,0.235416667,NA,0,0.59375,0.59375,NA,0,1.020833333,1.020833333,NA,0,0.354166667,0.354166667,NA,0,0.785416667,0.785416667,0.253341308,1.027272727,0,0.027777778,0.027777778,0.034722222,0.237774725,0.23649267400000001,0.054415954,0.245426333,0.135612536,7,4.75,0.187275215,-0.197468316
NLA12_CA-132,1,6/13/2012,0.0625,0.005,0,0.0575,0.1,0.1,0.8,0,STEEP,NA,0,NA,0,0,NA,0.022249904,0.263586662,0.171583754,0.340703258,0.066524551,0.13535187,6,5.5,0.083384322,0.00535656,NA,0,0.04,0.04,NA,0,0,0,NA,0,0.1375,0.1375,NA,0,0.1175,0.1175,NA,0,0,0,NA,0,0.085,0.085,NA,0,0.01,0.01,NA,0,0.03,0.03,NA,0,1,1,0.2,0.2,0,0,0.75,0.7,0.75,0.7,0,0.0625,0.1,0.1,0,0.1,0.05,0,0.083333333,0,NA,0,0,0.1,0.2,0.1,0,0,1.370300529,1.036510156,0.314285714,0.949727054,NA,0,0.04,0.04,NA,0,0.06,0.06,NA,0,0.639018759,0.639018759,NA,0,0,0,NA,0,0.142135642,0.142135642,NA,0,0.218845599,0.218845599,NA,0,0.065,0.065,NA,0,0.105,0.105,NA,0,0.1,0.1,NA,0,0.27,0.27,NA,0,0.195,0.195,NA,0,0.155,0.155,NA,0,0.205,0.205,NA,0,0.465,0.465,NA,0,0.17,0.17,NA,0,0.31,0.31,1.892558527,4.02,0,0.004444444,0.038116495,0.215714201,0.15745325,0.15420273,0.152184789,0.033129252,0.244754838,7,6.4,0.073392076,0.091725922
NLA12_ND-163,1,6/14/2012,0.7275,0.17,0,0.815,0.2,0.5,0.3,0,GRADUAL,NA,0,NA,0,0,NA,0.055255255,0.10036036,0,0.014294294,0.83009009,0,4,2,0.188164457,-0.307389719,NA,0,0.815,0.815,NA,0,0.005,0.005,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0.08,0.08,NA,0,0,0,NA,0,0.025,0.025,NA,0,1,1,1,1,1,1,1.3,1.2,0.3,0.2,0.333333333,0.108333333,0,0,0.1,0,0.1,0,0.033333333,0,NA,0,0.9,0,0.1,0.1,0,0,0.517885432,0.335876902,0.920634921,0.226593831,NA,0,0,0,NA,0,0,0,NA,0,0.085342632,0.085342632,NA,0,0.062092922,0.062092922,NA,0,0.829612251,0.829612251,NA,0,0.022952195,0.022952195,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0.945,0.945,NA,0,0.845,0.845,NA,0,0,0,NA,0,0.87,0.87,NA,0,0,0,NA,0,0.025,0.025,0.275882423,0.95,0,0.006365915,0.070587365,0.089629937,0,0.369051507,0.012009794,0.452355482,0,5,3.6,0.185062778,-0.221787202
NLA12_NH-104,1,6/14/2012,0.14,0.005,0.06,0.115,0.4,0.5,0.1,0,GRADUAL,NA,0,NA,0,0.041666667,NA,0.082046851,0.034427803,0.143767191,0.090373784,0.519731272,0.09702381,7,3.5,0.312551839,-0.241332982,NA,0,0.095,0.095,NA,0,0.095,0.095,NA,0,0.06,0.06,NA,0,0.035,0.035,NA,0,0,0,NA,0,0.06,0.06,NA,0,0.005,0.005,NA,0,0.035,0.035,NA,0,1,1,0.9,0.4,0,0,1.95,1.5,1.95,1.5,0,0.14,0.55,0,0,0.4,0,0.2,0.184210526,0,0.4,0,0,0.1,0,0.3,0,0,0.650492245,0.628430428,0.530508475,0.756940955,NA,0,0.2025,0.2025,NA,0,0.335,0.335,NA,0,0.598096759,0.598096759,NA,0,0.008333333,0.008333333,NA,0,0.126168831,0.126168831,NA,0,0.267401076,0.267401076,NA,0,0,0,NA,0,0.42,0.42,NA,0,0.5375,0.5375,NA,0,0.9575,0.9575,NA,0,0.295,0.295,NA,0,0.0925,0.0925,NA,0,0.9575,0.9575,NA,0,1.2475,1.2475,NA,0,0.42,0.42,NA,0,1.155,1.155,1.045306972,1.79,0.175987449,0.148775146,0.02504534,0.015384615,0.348900749,0.233946659,0.007692308,0,0.079465223,7,4.3,0.069708675,0.505582811
NLA12_MN-107,1,6/13/2012,0.065,0,0,0.065,0,0.4,0.4,0.2,"GRADUAL, STEEP",NA,0,NA,0,0,NA,0.029678735,0.068358013,0.099407407,0.664283421,0.097693132,0.040579291,6,3.1,0.121184694,-0.118200227,NA,0,0.06,0.06,NA,0,0,0,NA,0,0.1225,0.1225,NA,0,0,0,NA,0,0.005,0.005,NA,0,0.16,0.16,NA,0,0.015,0.015,NA,0,0.035,0.035,NA,0,0.9,0.9,0.9,0.5,0.05,0,3.15,1.5,3.1,1.5,0.016666667,0.2625,0.45,0,0.05,0.55,0.2,0.65,0.344444444,0,NA,0.25,0,0.3,0.3,0.4,0,0,0.659896604,0.619868594,0.635057471,0.637317801,NA,0,0.065,0.065,NA,0,0.08,0.08,NA,0,0.008461538,0.008461538,NA,0,0,0,NA,0,0.68334692,0.68334692,NA,0,0.308191541,0.308191541,NA,0,0.257222222,0.257222222,NA,0,0.290277778,0.290277778,NA,0,0.145,0.145,NA,0,0.705,0.705,NA,0,0.97,0.97,NA,0,0.93,0.93,NA,0,0.445,0.445,NA,0,1.675,1.675,NA,0,0.56,0.56,NA,0,0.745,0.745,0.073786479,0.49,0,0.081738587,0.06279156,0.010006254,0.082227031,0.548546544,0.098552406,0.014353855,0.101783763,7,4.1,0.224190798,0.068851294
NLA12_LA-134,1,6/14/2012,0.075,0.075,0,0,0.8,0.2,0,0,FLAT,NA,0,NA,0,0,NA,0.008631212,0,0.297147205,0.346105994,0.322601672,0.025513917,5,3.6,0.097093482,-0.263507007,NA,0,0.05,0.05,NA,0,0.0825,0.0825,NA,0,0.07,0.07,NA,0,0.01,0.01,NA,0,0.005,0.005,NA,0,0.045,0.045,NA,0,0.01,0.01,NA,0,0.05,0.05,NA,0,1,1,0.4,0.3,0,0,0.4875,0.3,0.4875,0.3,0,0.03515625,0,0,0,0,0.1,0,0.045918367,0,0.1875,0,0,0,0,0.2,0,0,0.213973183,0.213900809,0.313865546,0.285460852,NA,0,0.005,0.005,NA,0,0.025,0.025,NA,0,0.096198061,0.096198061,NA,0,0.049323234,0.049323234,NA,0,0.553560362,0.553560362,NA,0,0.300918344,0.300918344,NA,0,0.2775,0.2775,NA,0,0.09,0.09,NA,0,0.03,0.03,NA,0,0.3975,0.3975,NA,0,0.89,0.89,NA,0,0.865,0.865,NA,0,0.12,0.12,NA,0,1.2475,1.2475,NA,0,0.3675,0.3675,NA,0,0.3825,0.3825,0.553875237,0.77,0,0.151905752,0.032155232,0.005405405,0.056088835,0.596274424,0.007692308,0.017448405,0.133029639,7,3.4,0.284388522,0.001269504
NLA12_IA-101,1,6/14/2012,0,0.005,0,0,0,0.6,0.3,0.1,GRADUAL,NA,0,NA,0,0,NA,0.009487038,0.103773843,0,0.6513669,0.23537222,0,4,2.6,0.129525147,-0.133493885,NA,0,0.005,0.005,NA,0,0.0875,0.0875,NA,0,0.03,0.03,NA,0,0.005,0.005,NA,0,0.035,0.035,NA,0,0.18,0.18,NA,0,0,0,NA,0,0.005,0.005,NA,0,1,1,0.7,0.5,0.2,0,2,1.5,1.8,1.5,0.066666667,0.165289256,0.3,0,0.2,0.3,0,0.3,0.197802198,0,0,0.05,0,0.15,0.5,0.2,0,0,0.92223921,0.698288887,0.618421053,0.717737684,NA,0,0.03,0.03,NA,0,0.1225,0.1225,NA,0,0.133898534,0.133898534,NA,0,0,0,NA,0,0.636710557,0.636710557,NA,0,0.229390909,0.229390909,NA,0,0.1125,0.1125,NA,0,0.1875,0.1875,NA,0,0.1525,0.1525,NA,0,0.4525,0.4525,NA,0,0.755,0.755,NA,0,0.695,0.695,NA,0,0.34,0.34,NA,0,1.2075,1.2075,NA,0,0.3,0.3,NA,0,0.5125,0.5125,0.328125992,0.89,0,0.119324135,0.274181312,0.114070431,0,0,0.405258137,0.060025889,0.027140096,6,4.3,0.176946439,0.125455471
NLA12_KS-102,1,6/12/2012,0.19,0,0,0.2475,0.7,0.1,0.2,0,FLAT,NA,0,NA,0,0,NA,0.013461538,0.036622751,0,0.267086323,0.669036284,0.013793103,5,2.7,0.137492467,-0.294972222,NA,0,0.1825,0.1825,NA,0,0.025,0.025,NA,0,0,0,NA,0,0.025,0.025,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0.005,0.005,NA,0,0.7,0.7,0.8,0.7,0,0,1.75,1.1,1.75,1.1,0,0.124,0.1,0,0,0.15,0.65,0,0.163157895,0,0.4,0.25,0,0,0.2,0,0,0,0.102220889,0.227891664,0.668181818,0.316940665,NA,0,0.025,0.025,NA,0,0.005,0.005,NA,0,0.517782503,0.517782503,NA,0,0.00625,0.00625,NA,0,0.367813113,0.367813113,NA,0,0.108154383,0.108154383,NA,0,0.1725,0.1725,NA,0,0.065,0.065,NA,0,0.03,0.03,NA,0,0.2675,0.2675,NA,0,0.4425,0.4425,NA,0,0.5,0.5,NA,0,0.095,0.095,NA,0,0.705,0.705,NA,0,0.2375,0.2375,NA,0,0.205,0.205,1.969658741,2.28,0.018832392,0.082437276,0.046144312,0.149643034,0,0.102252468,0.309496024,0.264734448,0.026460046,7,4.222222222,0.193589844,-0.047954431
NLA12_KS-124,1,6/14/2012,0.065,0.065,0,0,0.8,0.2,0,0,FLAT,NA,0,NA,0,0,NA,0.038375505,0.18576375,0.056045752,0.009969605,0.66986291,0.039982478,6,2.6,0.173080201,-0.26725468,NA,0,0.05,0.05,NA,0,0.025,0.025,NA,0,0.05,0.05,NA,0,0.005,0.005,NA,0,0,0,NA,0,0.035,0.035,NA,0,0,0,NA,0,0,0,NA,0,0.8,0.8,0.9,0.7,0.8,0.7,1.95,1.8,1.15,1.1,0.266666667,0.094262295,0,0,0,0,0,0,0.038043478,0,1,0,0.8,0.05,0,0.1,0,0,0.366679484,0.855062719,0.768699187,1.200222202,NA,0,0.01,0.01,NA,0,0.07,0.07,NA,0,0.332440476,0.332440476,NA,0,0,0,NA,0,0.265422204,0.265422204,NA,0,0.40213732,0.40213732,NA,0,0.105,0.105,NA,0,0.295,0.295,NA,0,0.08,0.08,NA,0,0.48,0.48,NA,0,0.6675,0.6675,NA,0,0.38,0.38,NA,0,0.375,0.375,NA,0,1.1475,1.1475,NA,0,0.4,0.4,NA,0,0.7675,0.7675,0.810281158,0.81,0,0.033333333,0.043878834,0.162217939,0.046563283,0.138596029,0.002857143,0.494627432,0.077926008,7,4.1,0.181244435,-0.177115838
NLA12_AZ-101,2,6/14/2012,0.290625,0.121875,0,0.332142857,0.3,0.4,0.1,0.2,GRADUAL,NA,2.08,NA,1.3,0.283142518,NA,0.39483026,0.195222516,0,0.018229167,0.082142857,0.026432683,6,3.25,0.27526694,0.394137386,NA,0.1775,0.315625,0.29865625,NA,0.135,0.19375,0.1885,NA,0.04,0.01875,0.022125,NA,0.295,0.14375,0.1448125,NA,0,0,0,NA,0.075,0.0375,0.04575,NA,0.005,0,0.0013125,NA,0,0,0,NA,1,1,1,0.3,0,0,0,0.139666667,0,0.139666667,0,0,0.01074359,0,0,0,0,0.093,0,0.013966667,0,0,0,0,0.046666667,0,0,2.08,1.3,0.955391165,0.564442658,0.061275227,0.413557408,NA,NA,0,NA,NA,0,0.0875,0.086,NA,0.75822297,0.637817779,0.707094871,NA,0.054526749,0.041666667,0.048046078,NA,0.132723532,0.173990783,0.191657493,NA,0.054526749,0.046524772,0.053201558,NA,0.083333333,0.12,0.100074074,NA,0.055555556,0.13,0.109555556,NA,0,0.0875,0.086,NA,0.125,0.285,0.214466667,NA,0.161111111,0.1675,0.1845,NA,0.155,0.2375,0.203183333,NA,0.055555556,0.165,0.138222222,NA,0.24,0.4275,0.354516667,NA,0.125,0.25,0.188666667,NA,0.085,0.19,0.151333333,4.612061482,5.9,0.258474362,0.151188071,0.296965755,0.164306757,0,0.020833333,0.021922198,0.082142857,0.004166667,7,3.875,0.228967242,0.349931379
NLA12_KS-R11,1,6/15/2012,0.02,0.045,0,0,0.1,0.3,0.6,0,STEEP,NA,0,NA,0,0.005555556,NA,0.400671313,0.199962736,0.090713017,0.016927834,0.18321163,0.102957915,7,4.6,0.250165023,0.162499971,NA,0,0.025,0.025,NA,0,0.4425,0.4425,NA,0,0.2475,0.2475,NA,0,0.3425,0.3425,NA,0,0.005,0.005,NA,0,0.135,0.135,NA,0,0.0925,0.0925,NA,0,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,3.474821549,2.090215611,0,1.245114945,NA,0,0.423122605,0.423122605,NA,0,0.184377395,0.184377395,NA,0,0.333897337,0.333897337,NA,0,0,0,NA,0,0.348167611,0.348167611,NA,0,0.317935053,0.317935053,NA,0,0.297222222,0.297222222,NA,0,0.405277778,0.405277778,NA,0,0.665,0.665,NA,0,1.395,1.395,NA,0,0.8125,0.8125,NA,0,0.73,0.73,NA,0,1.0875,1.0875,NA,0,2.2075,2.2075,NA,0,0.73,0.73,NA,0,1.4775,1.4775,0.902835041,2.68,0.005,0.196382338,0.239936252,0.13291935,0.114419046,0.025598907,0.013479692,0.139979056,0.132285359,8,6,0.26601431,0.189713943
NLA12_MO-119,1,6/14/2012,0.2525,0,0.2225,0.0575,0,0,0.3,0.7,NEAR_VERTICAL,NA,0,NA,0,0,NA,0.087628385,0.177613563,0.117353808,0.130254959,0.395396999,0.091752286,6,4.9,0.206800422,-0.13571099,NA,0,0.2525,0.2525,NA,0,0.03,0.03,NA,0,0.085,0.085,NA,0,0,0,NA,0,0.01,0.01,NA,0,0.07,0.07,NA,0,0.005,0.005,NA,0,0,0,NA,0,1,1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.033333333,0.008264463,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.902373265,1.048712998,0.216666667,1.175564916,NA,0,0.12,0.12,NA,0,0.325,0.325,NA,0,0.186329814,0.186329814,NA,0,0,0,NA,0,0.520854809,0.520854809,NA,0,0.292815377,0.292815377,NA,0,0.1425,0.1425,NA,0,0.39,0.39,NA,0,0.445,0.445,NA,0,0.9775,0.9775,NA,0,0.78,0.78,NA,0,0.6475,0.6475,NA,0,0.835,0.835,NA,0,1.7575,1.7575,NA,0,0.5325,0.5325,NA,0,1.11,1.11,0.773520092,1.95,0,0.030760234,0.028373361,0.041932683,0.088510169,0.465826894,0.036339882,0.255049096,0.053207681,7,6.4,0.126954883,-0.17375755
